"","id.x","name","pbw_cs","pbw_choice","pbw_choicenumeric","sweight","seq","task","sample","ocean_days","seafood_eat","demoone_gender","demoone_education","demotwo_livedCanada","envr_org","envr_protest","political_party","demothree_income","demothree_householdsize","demothree_age","distance_FSA","distance_FSAc","rec","jobs","jobs2","demothree_age_num"
"34408",11110698,"FRENCH10698",10,"CoastalLivelihoods",6,-1,2,4,"QC","5to9",36,"female","bachelors","morethan20","yes","yes","NDP",3,3,"25to34",226635.359093475,"<500km",1,"many","many",29.5
"34410",11110698,"FRENCH10698",4,"CoastalLivelihoods",6,-1,2,5,"QC","5to9",36,"female","bachelors","morethan20","yes","yes","NDP",3,3,"25to34",226635.359093475,"<500km",1,"many","many",29.5
"34412",11110698,"FRENCH10698",7,"TourismandRecreation",7,-1,2,6,"QC","5to9",36,"female","bachelors","morethan20","yes","yes","NDP",3,3,"25to34",226635.359093475,"<500km",1,"many","many",29.5
"34414",11110698,"FRENCH10698",2,"IconicPlacesandSpecies",8,-1,2,7,"QC","5to9",36,"female","bachelors","morethan20","yes","yes","NDP",3,3,"25to34",226635.359093475,"<500km",1,"many","many",29.5
"34416",11110698,"FRENCH10698",1,"TourismandRecreation",7,-1,2,8,"QC","5to9",36,"female","bachelors","morethan20","yes","yes","NDP",3,3,"25to34",226635.359093475,"<500km",1,"many","many",29.5
"34418",11110698,"FRENCH10698",9,"TourismandRecreation",7,-1,2,9,"QC","5to9",36,"female","bachelors","morethan20","yes","yes","NDP",3,3,"25to34",226635.359093475,"<500km",1,"many","many",29.5
"34420",11110698,"FRENCH10698",3,"IconicPlacesandSpecies",8,-1,2,10,"QC","5to9",36,"female","bachelors","morethan20","yes","yes","NDP",3,3,"25to34",226635.359093475,"<500km",1,"many","many",29.5
"34422",11110700,"FRENCH10700",7,"TourismandRecreation",7,-1,2,1,"QC","10to29",52,"male","bachelors","morethan20","no","no","noparty",8,5,"35to44",385172.320950381,"<500km",1,"none","none",39.5
"34424",11110700,"FRENCH10700",4,"AboriginalNeeds",2,-1,2,2,"QC","10to29",52,"male","bachelors","morethan20","no","no","noparty",8,5,"35to44",385172.320950381,"<500km",1,"none","none",39.5
"34426",11110700,"FRENCH10700",1,"TourismandRecreation",7,-1,2,3,"QC","10to29",52,"male","bachelors","morethan20","no","no","noparty",8,5,"35to44",385172.320950381,"<500km",1,"none","none",39.5
"34428",11110700,"FRENCH10700",5,"AboriginalNeeds",2,-1,2,4,"QC","10to29",52,"male","bachelors","morethan20","no","no","noparty",8,5,"35to44",385172.320950381,"<500km",1,"none","none",39.5
"34430",11110700,"FRENCH10700",10,"TourismandRecreation",7,-1,2,5,"QC","10to29",52,"male","bachelors","morethan20","no","no","noparty",8,5,"35to44",385172.320950381,"<500km",1,"none","none",39.5
"34432",11110700,"FRENCH10700",3,"NonFoodProducts",3,-1,2,6,"QC","10to29",52,"male","bachelors","morethan20","no","no","noparty",8,5,"35to44",385172.320950381,"<500km",1,"none","none",39.5
"34434",11110700,"FRENCH10700",8,"CoastalLivelihoods",6,-1,2,7,"QC","10to29",52,"male","bachelors","morethan20","no","no","noparty",8,5,"35to44",385172.320950381,"<500km",1,"none","none",39.5
"34436",11110700,"FRENCH10700",2,"AboriginalNeeds",2,-1,2,8,"QC","10to29",52,"male","bachelors","morethan20","no","no","noparty",8,5,"35to44",385172.320950381,"<500km",1,"none","none",39.5
"34438",11110700,"FRENCH10700",6,"AboriginalNeeds",2,-1,2,9,"QC","10to29",52,"male","bachelors","morethan20","no","no","noparty",8,5,"35to44",385172.320950381,"<500km",1,"none","none",39.5
"34440",11110700,"FRENCH10700",9,"AboriginalNeeds",2,-1,2,10,"QC","10to29",52,"male","bachelors","morethan20","no","no","noparty",8,5,"35to44",385172.320950381,"<500km",1,"none","none",39.5
"34442",11110701,"FRENCH10701",7,"IconicPlacesandSpecies",8,-1,2,1,"QC","5to9",1.5,"female","college","morethan20","no","no","dontknow",3,3,"45to54",85456.4091723584,"<100km",1,"none","none",49.5
"34444",11110701,"FRENCH10701",3,"IconicPlacesandSpecies",8,-1,2,2,"QC","5to9",1.5,"female","college","morethan20","no","no","dontknow",3,3,"45to54",85456.4091723584,"<100km",1,"none","none",49.5
"34446",11110701,"FRENCH10701",2,"AboriginalNeeds",2,-1,2,3,"QC","5to9",1.5,"female","college","morethan20","no","no","dontknow",3,3,"45to54",85456.4091723584,"<100km",1,"none","none",49.5
"34448",11110701,"FRENCH10701",10,"CarbonStorage",4,-1,2,4,"QC","5to9",1.5,"female","college","morethan20","no","no","dontknow",3,3,"45to54",85456.4091723584,"<100km",1,"none","none",49.5
"34450",11110701,"FRENCH10701",6,"AboriginalNeeds",2,-1,2,5,"QC","5to9",1.5,"female","college","morethan20","no","no","dontknow",3,3,"45to54",85456.4091723584,"<100km",1,"none","none",49.5
"34452",11110701,"FRENCH10701",1,"Biodiversity",10,-1,2,6,"QC","5to9",1.5,"female","college","morethan20","no","no","dontknow",3,3,"45to54",85456.4091723584,"<100km",1,"none","none",49.5
"34454",11110701,"FRENCH10701",4,"AboriginalNeeds",2,-1,2,7,"QC","5to9",1.5,"female","college","morethan20","no","no","dontknow",3,3,"45to54",85456.4091723584,"<100km",1,"none","none",49.5
"34456",11110701,"FRENCH10701",8,"IconicPlacesandSpecies",8,-1,2,8,"QC","5to9",1.5,"female","college","morethan20","no","no","dontknow",3,3,"45to54",85456.4091723584,"<100km",1,"none","none",49.5
"34458",11110701,"FRENCH10701",5,"AboriginalNeeds",2,-1,2,9,"QC","5to9",1.5,"female","college","morethan20","no","no","dontknow",3,3,"45to54",85456.4091723584,"<100km",1,"none","none",49.5
"34460",11110701,"FRENCH10701",9,"AboriginalNeeds",2,-1,2,10,"QC","5to9",1.5,"female","college","morethan20","no","no","dontknow",3,3,"45to54",85456.4091723584,"<100km",1,"none","none",49.5
"34462",11110702,"FRENCH10702",5,"AboriginalNeeds",2,-1,2,1,"QC","10to29",36,"male","HS","morethan20","no","no","Bloc",9,3,"45to54",229179.171109614,"<500km",1,"none","none",49.5
"34464",11110702,"FRENCH10702",10,"TourismandRecreation",7,-1,2,2,"QC","10to29",36,"male","HS","morethan20","no","no","Bloc",9,3,"45to54",229179.171109614,"<500km",1,"none","none",49.5
"34466",11110702,"FRENCH10702",3,"NonFoodProducts",3,-1,2,3,"QC","10to29",36,"male","HS","morethan20","no","no","Bloc",9,3,"45to54",229179.171109614,"<500km",1,"none","none",49.5
"34468",11110702,"FRENCH10702",6,"AboriginalNeeds",2,-1,2,4,"QC","10to29",36,"male","HS","morethan20","no","no","Bloc",9,3,"45to54",229179.171109614,"<500km",1,"none","none",49.5
"34470",11110702,"FRENCH10702",2,"AboriginalNeeds",2,-1,2,5,"QC","10to29",36,"male","HS","morethan20","no","no","Bloc",9,3,"45to54",229179.171109614,"<500km",1,"none","none",49.5
"34472",11110702,"FRENCH10702",9,"AboriginalNeeds",2,-1,2,6,"QC","10to29",36,"male","HS","morethan20","no","no","Bloc",9,3,"45to54",229179.171109614,"<500km",1,"none","none",49.5
"34474",11110702,"FRENCH10702",8,"NonFoodProducts",3,-1,2,7,"QC","10to29",36,"male","HS","morethan20","no","no","Bloc",9,3,"45to54",229179.171109614,"<500km",1,"none","none",49.5
"34476",11110702,"FRENCH10702",1,"NonFoodProducts",3,-1,2,8,"QC","10to29",36,"male","HS","morethan20","no","no","Bloc",9,3,"45to54",229179.171109614,"<500km",1,"none","none",49.5
"34478",11110702,"FRENCH10702",4,"AboriginalNeeds",2,-1,2,9,"QC","10to29",36,"male","HS","morethan20","no","no","Bloc",9,3,"45to54",229179.171109614,"<500km",1,"none","none",49.5
"34480",11110702,"FRENCH10702",7,"TourismandRecreation",7,-1,2,10,"QC","10to29",36,"male","HS","morethan20","no","no","Bloc",9,3,"45to54",229179.171109614,"<500km",1,"none","none",49.5
"34482",11110704,"FRENCH10704",7,"TourismandRecreation",7,-1,2,1,"QC","5to9",52,"female","college","morethan20","no","no","noparty",4,8,"25to34",27654.3038467553,"<100km",1,"none","none",29.5
"34484",11110704,"FRENCH10704",5,"AboriginalNeeds",2,-1,2,2,"QC","5to9",52,"female","college","morethan20","no","no","noparty",4,8,"25to34",27654.3038467553,"<100km",1,"none","none",29.5
"34486",11110704,"FRENCH10704",9,"AboriginalNeeds",2,-1,2,3,"QC","5to9",52,"female","college","morethan20","no","no","noparty",4,8,"25to34",27654.3038467553,"<100km",1,"none","none",29.5
"34488",11110704,"FRENCH10704",8,"NonFoodProducts",3,-1,2,4,"QC","5to9",52,"female","college","morethan20","no","no","noparty",4,8,"25to34",27654.3038467553,"<100km",1,"none","none",29.5
"34490",11110704,"FRENCH10704",10,"TourismandRecreation",7,-1,2,5,"QC","5to9",52,"female","college","morethan20","no","no","noparty",4,8,"25to34",27654.3038467553,"<100km",1,"none","none",29.5
"34492",11110704,"FRENCH10704",6,"AboriginalNeeds",2,-1,2,6,"QC","5to9",52,"female","college","morethan20","no","no","noparty",4,8,"25to34",27654.3038467553,"<100km",1,"none","none",29.5
"34494",11110704,"FRENCH10704",4,"AboriginalNeeds",2,-1,2,7,"QC","5to9",52,"female","college","morethan20","no","no","noparty",4,8,"25to34",27654.3038467553,"<100km",1,"none","none",29.5
"34496",11110704,"FRENCH10704",1,"TourismandRecreation",7,-1,2,8,"QC","5to9",52,"female","college","morethan20","no","no","noparty",4,8,"25to34",27654.3038467553,"<100km",1,"none","none",29.5
"34498",11110704,"FRENCH10704",3,"NonFoodProducts",3,-1,2,9,"QC","5to9",52,"female","college","morethan20","no","no","noparty",4,8,"25to34",27654.3038467553,"<100km",1,"none","none",29.5
"34500",11110704,"FRENCH10704",2,"AboriginalNeeds",2,-1,2,10,"QC","5to9",52,"female","college","morethan20","no","no","noparty",4,8,"25to34",27654.3038467553,"<100km",1,"none","none",29.5
"34502",11110708,"FRENCH10708",4,"AboriginalNeeds",2,-1,2,1,"QC","5to9",36,"male","somepost","morethan20","no","no","noresponse",6,6,"35to44",218015.712163258,"<500km",1,"none","none",39.5
"34504",11110708,"FRENCH10708",10,"Foodprovision",1,-1,2,2,"QC","5to9",36,"male","somepost","morethan20","no","no","noresponse",6,6,"35to44",218015.712163258,"<500km",1,"none","none",39.5
"34506",11110708,"FRENCH10708",2,"AboriginalNeeds",2,-1,2,3,"QC","5to9",36,"male","somepost","morethan20","no","no","noresponse",6,6,"35to44",218015.712163258,"<500km",1,"none","none",39.5
"34508",11110708,"FRENCH10708",3,"NonFoodProducts",3,-1,2,4,"QC","5to9",36,"male","somepost","morethan20","no","no","noresponse",6,6,"35to44",218015.712163258,"<500km",1,"none","none",39.5
"34510",11110708,"FRENCH10708",7,"CoastalProtection",5,-1,2,5,"QC","5to9",36,"male","somepost","morethan20","no","no","noresponse",6,6,"35to44",218015.712163258,"<500km",1,"none","none",39.5
"34512",11110708,"FRENCH10708",8,"NonFoodProducts",3,-1,2,6,"QC","5to9",36,"male","somepost","morethan20","no","no","noresponse",6,6,"35to44",218015.712163258,"<500km",1,"none","none",39.5
"34514",11110708,"FRENCH10708",6,"AboriginalNeeds",2,-1,2,7,"QC","5to9",36,"male","somepost","morethan20","no","no","noresponse",6,6,"35to44",218015.712163258,"<500km",1,"none","none",39.5
"34516",11110708,"FRENCH10708",1,"Foodprovision",1,-1,2,8,"QC","5to9",36,"male","somepost","morethan20","no","no","noresponse",6,6,"35to44",218015.712163258,"<500km",1,"none","none",39.5
"34518",11110708,"FRENCH10708",9,"AboriginalNeeds",2,-1,2,9,"QC","5to9",36,"male","somepost","morethan20","no","no","noresponse",6,6,"35to44",218015.712163258,"<500km",1,"none","none",39.5
"34520",11110708,"FRENCH10708",5,"AboriginalNeeds",2,-1,2,10,"QC","5to9",36,"male","somepost","morethan20","no","no","noresponse",6,6,"35to44",218015.712163258,"<500km",1,"none","none",39.5
"34522",11110709,"FRENCH10709",10,"TourismandRecreation",7,-1,2,1,"QC","lessthan5",52,"female","bachelors","morethan20","no","no","NDP",5,6,"25to34",246635.164421288,"<500km",1,"none","none",29.5
"34524",11110709,"FRENCH10709",1,"TourismandRecreation",7,-1,2,2,"QC","lessthan5",52,"female","bachelors","morethan20","no","no","NDP",5,6,"25to34",246635.164421288,"<500km",1,"none","none",29.5
"34526",11110709,"FRENCH10709",4,"AboriginalNeeds",2,-1,2,3,"QC","lessthan5",52,"female","bachelors","morethan20","no","no","NDP",5,6,"25to34",246635.164421288,"<500km",1,"none","none",29.5
"34528",11110709,"FRENCH10709",3,"NonFoodProducts",3,-1,2,4,"QC","lessthan5",52,"female","bachelors","morethan20","no","no","NDP",5,6,"25to34",246635.164421288,"<500km",1,"none","none",29.5
"34530",11110709,"FRENCH10709",7,"TourismandRecreation",7,-1,2,5,"QC","lessthan5",52,"female","bachelors","morethan20","no","no","NDP",5,6,"25to34",246635.164421288,"<500km",1,"none","none",29.5
"34532",11110709,"FRENCH10709",8,"NonFoodProducts",3,-1,2,6,"QC","lessthan5",52,"female","bachelors","morethan20","no","no","NDP",5,6,"25to34",246635.164421288,"<500km",1,"none","none",29.5
"34534",11110709,"FRENCH10709",2,"AboriginalNeeds",2,-1,2,7,"QC","lessthan5",52,"female","bachelors","morethan20","no","no","NDP",5,6,"25to34",246635.164421288,"<500km",1,"none","none",29.5
"34536",11110709,"FRENCH10709",6,"AboriginalNeeds",2,-1,2,8,"QC","lessthan5",52,"female","bachelors","morethan20","no","no","NDP",5,6,"25to34",246635.164421288,"<500km",1,"none","none",29.5
"34538",11110709,"FRENCH10709",5,"AboriginalNeeds",2,-1,2,9,"QC","lessthan5",52,"female","bachelors","morethan20","no","no","NDP",5,6,"25to34",246635.164421288,"<500km",1,"none","none",29.5
"34540",11110709,"FRENCH10709",9,"AboriginalNeeds",2,-1,2,10,"QC","lessthan5",52,"female","bachelors","morethan20","no","no","NDP",5,6,"25to34",246635.164421288,"<500km",1,"none","none",29.5
"34542",11110710,"FRENCH10710",8,"Foodprovision",1,-1,2,1,"QC","none",52,"female","HS","morethan20","no","no","dontknow",4,5,"35to44",244935.15967469,"<500km",3,"none","none",39.5
"34544",11110710,"FRENCH10710",10,"Foodprovision",1,-1,2,2,"QC","none",52,"female","HS","morethan20","no","no","dontknow",4,5,"35to44",244935.15967469,"<500km",3,"none","none",39.5
"34546",11110710,"FRENCH10710",3,"IconicPlacesandSpecies",8,-1,2,3,"QC","none",52,"female","HS","morethan20","no","no","dontknow",4,5,"35to44",244935.15967469,"<500km",3,"none","none",39.5
"34548",11110710,"FRENCH10710",6,"NonFoodProducts",3,-1,2,4,"QC","none",52,"female","HS","morethan20","no","no","dontknow",4,5,"35to44",244935.15967469,"<500km",3,"none","none",39.5
"34550",11110710,"FRENCH10710",4,"Foodprovision",1,-1,2,5,"QC","none",52,"female","HS","morethan20","no","no","dontknow",4,5,"35to44",244935.15967469,"<500km",3,"none","none",39.5
"34552",11110710,"FRENCH10710",9,"TourismandRecreation",7,-1,2,6,"QC","none",52,"female","HS","morethan20","no","no","dontknow",4,5,"35to44",244935.15967469,"<500km",3,"none","none",39.5
"34554",11110710,"FRENCH10710",7,"TourismandRecreation",7,-1,2,7,"QC","none",52,"female","HS","morethan20","no","no","dontknow",4,5,"35to44",244935.15967469,"<500km",3,"none","none",39.5
"34556",11110710,"FRENCH10710",2,"Biodiversity",10,-1,2,8,"QC","none",52,"female","HS","morethan20","no","no","dontknow",4,5,"35to44",244935.15967469,"<500km",3,"none","none",39.5
"34558",11110710,"FRENCH10710",5,"Biodiversity",10,-1,2,9,"QC","none",52,"female","HS","morethan20","no","no","dontknow",4,5,"35to44",244935.15967469,"<500km",3,"none","none",39.5
"34560",11110710,"FRENCH10710",1,"NonFoodProducts",3,-1,2,10,"QC","none",52,"female","HS","morethan20","no","no","dontknow",4,5,"35to44",244935.15967469,"<500km",3,"none","none",39.5
"34562",11110713,"FRENCH10713",9,"NonFoodProducts",3,-1,2,1,"QC","none",1.5,"male","HS","morethan20","no","no","CPC",4,5,"45to54",167403.590953797,"<500km",1,"none","none",49.5
"34564",11110713,"FRENCH10713",8,"NonFoodProducts",3,-1,2,2,"QC","none",1.5,"male","HS","morethan20","no","no","CPC",4,5,"45to54",167403.590953797,"<500km",1,"none","none",49.5
"34566",11110713,"FRENCH10713",10,"TourismandRecreation",7,-1,2,3,"QC","none",1.5,"male","HS","morethan20","no","no","CPC",4,5,"45to54",167403.590953797,"<500km",1,"none","none",49.5
"34568",11110713,"FRENCH10713",2,"AboriginalNeeds",2,-1,2,4,"QC","none",1.5,"male","HS","morethan20","no","no","CPC",4,5,"45to54",167403.590953797,"<500km",1,"none","none",49.5
"34570",11110713,"FRENCH10713",6,"NonFoodProducts",3,-1,2,5,"QC","none",1.5,"male","HS","morethan20","no","no","CPC",4,5,"45to54",167403.590953797,"<500km",1,"none","none",49.5
"34572",11110713,"FRENCH10713",4,"AboriginalNeeds",2,-1,2,6,"QC","none",1.5,"male","HS","morethan20","no","no","CPC",4,5,"45to54",167403.590953797,"<500km",1,"none","none",49.5
"34574",11110713,"FRENCH10713",3,"NonFoodProducts",3,-1,2,7,"QC","none",1.5,"male","HS","morethan20","no","no","CPC",4,5,"45to54",167403.590953797,"<500km",1,"none","none",49.5
"34576",11110713,"FRENCH10713",5,"AboriginalNeeds",2,-1,2,8,"QC","none",1.5,"male","HS","morethan20","no","no","CPC",4,5,"45to54",167403.590953797,"<500km",1,"none","none",49.5
"34578",11110713,"FRENCH10713",1,"NonFoodProducts",3,-1,2,9,"QC","none",1.5,"male","HS","morethan20","no","no","CPC",4,5,"45to54",167403.590953797,"<500km",1,"none","none",49.5
"34580",11110713,"FRENCH10713",7,"TourismandRecreation",7,-1,2,10,"QC","none",1.5,"male","HS","morethan20","no","no","CPC",4,5,"45to54",167403.590953797,"<500km",1,"none","none",49.5
"34582",11110714,"FRENCH10714",1,"Biodiversity",10,-1,2,1,"QC","lessthan5",18,"male","college","morethan20","no","no","dontknow",3,3,"45to54",153300.579030498,"<500km",1,"none","none",49.5
"34584",11110714,"FRENCH10714",10,"Biodiversity",10,-1,2,2,"QC","lessthan5",18,"male","college","morethan20","no","no","dontknow",3,3,"45to54",153300.579030498,"<500km",1,"none","none",49.5
"34586",11110714,"FRENCH10714",5,"Biodiversity",10,-1,2,3,"QC","lessthan5",18,"male","college","morethan20","no","no","dontknow",3,3,"45to54",153300.579030498,"<500km",1,"none","none",49.5
"34588",11110714,"FRENCH10714",9,"NonFoodProducts",3,-1,2,4,"QC","lessthan5",18,"male","college","morethan20","no","no","dontknow",3,3,"45to54",153300.579030498,"<500km",1,"none","none",49.5
"34590",11110714,"FRENCH10714",4,"AboriginalNeeds",2,-1,2,5,"QC","lessthan5",18,"male","college","morethan20","no","no","dontknow",3,3,"45to54",153300.579030498,"<500km",1,"none","none",49.5
"34592",11110714,"FRENCH10714",6,"IconicPlacesandSpecies",8,-1,2,6,"QC","lessthan5",18,"male","college","morethan20","no","no","dontknow",3,3,"45to54",153300.579030498,"<500km",1,"none","none",49.5
"34594",11110714,"FRENCH10714",7,"IconicPlacesandSpecies",8,-1,2,7,"QC","lessthan5",18,"male","college","morethan20","no","no","dontknow",3,3,"45to54",153300.579030498,"<500km",1,"none","none",49.5
"34596",11110714,"FRENCH10714",8,"IconicPlacesandSpecies",8,-1,2,8,"QC","lessthan5",18,"male","college","morethan20","no","no","dontknow",3,3,"45to54",153300.579030498,"<500km",1,"none","none",49.5
"34598",11110714,"FRENCH10714",3,"Biodiversity",10,-1,2,9,"QC","lessthan5",18,"male","college","morethan20","no","no","dontknow",3,3,"45to54",153300.579030498,"<500km",1,"none","none",49.5
"34600",11110714,"FRENCH10714",2,"Biodiversity",10,-1,2,10,"QC","lessthan5",18,"male","college","morethan20","no","no","dontknow",3,3,"45to54",153300.579030498,"<500km",1,"none","none",49.5
"34602",11110718,"FRENCH10718",1,"TourismandRecreation",7,-1,2,1,"QC","5to9",36,"female","college","morethan20","no","yes","noresponse",6,6,"45to54",142803.7388446,"<500km",1,"none","none",49.5
"34604",11110718,"FRENCH10718",4,"CoastalProtection",5,-1,2,2,"QC","5to9",36,"female","college","morethan20","no","yes","noresponse",6,6,"45to54",142803.7388446,"<500km",1,"none","none",49.5
"34606",11110718,"FRENCH10718",5,"CoastalProtection",5,-1,2,3,"QC","5to9",36,"female","college","morethan20","no","yes","noresponse",6,6,"45to54",142803.7388446,"<500km",1,"none","none",49.5
"34608",11110718,"FRENCH10718",3,"NonFoodProducts",3,-1,2,4,"QC","5to9",36,"female","college","morethan20","no","yes","noresponse",6,6,"45to54",142803.7388446,"<500km",1,"none","none",49.5
"34610",11110718,"FRENCH10718",8,"NonFoodProducts",3,-1,2,5,"QC","5to9",36,"female","college","morethan20","no","yes","noresponse",6,6,"45to54",142803.7388446,"<500km",1,"none","none",49.5
"34612",11110718,"FRENCH10718",10,"TourismandRecreation",7,-1,2,6,"QC","5to9",36,"female","college","morethan20","no","yes","noresponse",6,6,"45to54",142803.7388446,"<500km",1,"none","none",49.5
"34614",11110718,"FRENCH10718",7,"TourismandRecreation",7,-1,2,7,"QC","5to9",36,"female","college","morethan20","no","yes","noresponse",6,6,"45to54",142803.7388446,"<500km",1,"none","none",49.5
"34616",11110718,"FRENCH10718",6,"TourismandRecreation",7,-1,2,8,"QC","5to9",36,"female","college","morethan20","no","yes","noresponse",6,6,"45to54",142803.7388446,"<500km",1,"none","none",49.5
"34618",11110718,"FRENCH10718",9,"TourismandRecreation",7,-1,2,9,"QC","5to9",36,"female","college","morethan20","no","yes","noresponse",6,6,"45to54",142803.7388446,"<500km",1,"none","none",49.5
"34620",11110718,"FRENCH10718",2,"IconicPlacesandSpecies",8,-1,2,10,"QC","5to9",36,"female","college","morethan20","no","yes","noresponse",6,6,"45to54",142803.7388446,"<500km",1,"none","none",49.5
"34622",11110720,"FRENCH10720",2,"AboriginalNeeds",2,-1,2,1,"QC","none",52,"female","college","morethan20","no","no","dontknow",6,7,"45to54",238992.266647161,"<500km",1,"none","none",49.5
"34624",11110720,"FRENCH10720",1,"NonFoodProducts",3,-1,2,2,"QC","none",52,"female","college","morethan20","no","no","dontknow",6,7,"45to54",238992.266647161,"<500km",1,"none","none",49.5
"34626",11110720,"FRENCH10720",3,"CoastalProtection",5,-1,2,3,"QC","none",52,"female","college","morethan20","no","no","dontknow",6,7,"45to54",238992.266647161,"<500km",1,"none","none",49.5
"34628",11110720,"FRENCH10720",6,"AboriginalNeeds",2,-1,2,4,"QC","none",52,"female","college","morethan20","no","no","dontknow",6,7,"45to54",238992.266647161,"<500km",1,"none","none",49.5
"34630",11110720,"FRENCH10720",7,"CarbonStorage",4,-1,2,5,"QC","none",52,"female","college","morethan20","no","no","dontknow",6,7,"45to54",238992.266647161,"<500km",1,"none","none",49.5
"34632",11110720,"FRENCH10720",4,"AboriginalNeeds",2,-1,2,6,"QC","none",52,"female","college","morethan20","no","no","dontknow",6,7,"45to54",238992.266647161,"<500km",1,"none","none",49.5
"34634",11110720,"FRENCH10720",9,"CleanWaters",9,-1,2,7,"QC","none",52,"female","college","morethan20","no","no","dontknow",6,7,"45to54",238992.266647161,"<500km",1,"none","none",49.5
"34636",11110720,"FRENCH10720",10,"CarbonStorage",4,-1,2,8,"QC","none",52,"female","college","morethan20","no","no","dontknow",6,7,"45to54",238992.266647161,"<500km",1,"none","none",49.5
"34638",11110720,"FRENCH10720",5,"AboriginalNeeds",2,-1,2,9,"QC","none",52,"female","college","morethan20","no","no","dontknow",6,7,"45to54",238992.266647161,"<500km",1,"none","none",49.5
"34640",11110720,"FRENCH10720",8,"CoastalLivelihoods",6,-1,2,10,"QC","none",52,"female","college","morethan20","no","no","dontknow",6,7,"45to54",238992.266647161,"<500km",1,"none","none",49.5
"34642",11110722,"FRENCH10722",9,"AboriginalNeeds",2,-1,2,1,"QC","none",52,"female","college","morethan20","no","no","noresponse",9,6,"35to44",7405.65914312442,"<100km",1,"none","none",39.5
"34644",11110722,"FRENCH10722",8,"NonFoodProducts",3,-1,2,2,"QC","none",52,"female","college","morethan20","no","no","noresponse",9,6,"35to44",7405.65914312442,"<100km",1,"none","none",39.5
"34646",11110722,"FRENCH10722",10,"TourismandRecreation",7,-1,2,3,"QC","none",52,"female","college","morethan20","no","no","noresponse",9,6,"35to44",7405.65914312442,"<100km",1,"none","none",39.5
"34648",11110722,"FRENCH10722",2,"AboriginalNeeds",2,-1,2,4,"QC","none",52,"female","college","morethan20","no","no","noresponse",9,6,"35to44",7405.65914312442,"<100km",1,"none","none",39.5
"34650",11110722,"FRENCH10722",6,"NonFoodProducts",3,-1,2,5,"QC","none",52,"female","college","morethan20","no","no","noresponse",9,6,"35to44",7405.65914312442,"<100km",1,"none","none",39.5
"34652",11110722,"FRENCH10722",4,"AboriginalNeeds",2,-1,2,6,"QC","none",52,"female","college","morethan20","no","no","noresponse",9,6,"35to44",7405.65914312442,"<100km",1,"none","none",39.5
"34654",11110722,"FRENCH10722",3,"NonFoodProducts",3,-1,2,7,"QC","none",52,"female","college","morethan20","no","no","noresponse",9,6,"35to44",7405.65914312442,"<100km",1,"none","none",39.5
"34656",11110722,"FRENCH10722",5,"AboriginalNeeds",2,-1,2,8,"QC","none",52,"female","college","morethan20","no","no","noresponse",9,6,"35to44",7405.65914312442,"<100km",1,"none","none",39.5
"34658",11110722,"FRENCH10722",1,"NonFoodProducts",3,-1,2,9,"QC","none",52,"female","college","morethan20","no","no","noresponse",9,6,"35to44",7405.65914312442,"<100km",1,"none","none",39.5
"34660",11110722,"FRENCH10722",7,"TourismandRecreation",7,-1,2,10,"QC","none",52,"female","college","morethan20","no","no","noresponse",9,6,"35to44",7405.65914312442,"<100km",1,"none","none",39.5
"34662",11110726,"FRENCH10726",6,"TourismandRecreation",7,-1,2,1,"QC","none",36,"male","bachelors","morethan20","no","no","noresponse",3,6,"35to44",198211.950032743,"<500km",1,"none","none",39.5
"34664",11110726,"FRENCH10726",2,"Foodprovision",1,-1,2,2,"QC","none",36,"male","bachelors","morethan20","no","no","noresponse",3,6,"35to44",198211.950032743,"<500km",1,"none","none",39.5
"34666",11110726,"FRENCH10726",7,"TourismandRecreation",7,-1,2,3,"QC","none",36,"male","bachelors","morethan20","no","no","noresponse",3,6,"35to44",198211.950032743,"<500km",1,"none","none",39.5
"34668",11110726,"FRENCH10726",9,"TourismandRecreation",7,-1,2,4,"QC","none",36,"male","bachelors","morethan20","no","no","noresponse",3,6,"35to44",198211.950032743,"<500km",1,"none","none",39.5
"34670",11110726,"FRENCH10726",3,"NonFoodProducts",3,-1,2,5,"QC","none",36,"male","bachelors","morethan20","no","no","noresponse",3,6,"35to44",198211.950032743,"<500km",1,"none","none",39.5
"34672",11110726,"FRENCH10726",5,"CoastalLivelihoods",6,-1,2,6,"QC","none",36,"male","bachelors","morethan20","no","no","noresponse",3,6,"35to44",198211.950032743,"<500km",1,"none","none",39.5
"34674",11110726,"FRENCH10726",4,"CoastalLivelihoods",6,-1,2,7,"QC","none",36,"male","bachelors","morethan20","no","no","noresponse",3,6,"35to44",198211.950032743,"<500km",1,"none","none",39.5
"34676",11110726,"FRENCH10726",10,"TourismandRecreation",7,-1,2,8,"QC","none",36,"male","bachelors","morethan20","no","no","noresponse",3,6,"35to44",198211.950032743,"<500km",1,"none","none",39.5
"34678",11110726,"FRENCH10726",1,"NonFoodProducts",3,-1,2,9,"QC","none",36,"male","bachelors","morethan20","no","no","noresponse",3,6,"35to44",198211.950032743,"<500km",1,"none","none",39.5
"34680",11110726,"FRENCH10726",8,"NonFoodProducts",3,-1,2,10,"QC","none",36,"male","bachelors","morethan20","no","no","noresponse",3,6,"35to44",198211.950032743,"<500km",1,"none","none",39.5
