"","id.x","name","pbw_cs","pbw_choice","pbw_choicenumeric","sweight","seq","task","sample","ocean_days","seafood_eat","demoone_gender","demoone_education","demotwo_livedCanada","envr_org","envr_protest","political_party","demothree_income","demothree_householdsize","demothree_age","distance_FSA","distance_FSAc","rec","jobs","jobs2","demothree_age_num"
"39097",11111073,"FRENCH11073",10,"Biodiversity",10,1,1,9,"QC","10to29",52,"male","bachelors","morethan20","no","no","NDP",6,2,"25to34",203209.487363848,"<500km",1,"none","none",29.5
"39099",11111073,"FRENCH11073",6,"CoastalLivelihoods",6,1,1,10,"QC","10to29",52,"male","bachelors","morethan20","no","no","NDP",6,2,"25to34",203209.487363848,"<500km",1,"none","none",29.5
"39101",11111077,"FRENCH11077",3,"CoastalProtection",5,1,1,1,"QC","none",18,"female","somepost","morethan20","no","no","dontknow",2,7,"25to34",1992.29750506047,"<100km",1,"none","none",29.5
"39103",11111077,"FRENCH11077",2,"CleanWaters",9,1,1,2,"QC","none",18,"female","somepost","morethan20","no","no","dontknow",2,7,"25to34",1992.29750506047,"<100km",1,"none","none",29.5
"39105",11111077,"FRENCH11077",4,"CoastalLivelihoods",6,1,1,3,"QC","none",18,"female","somepost","morethan20","no","no","dontknow",2,7,"25to34",1992.29750506047,"<100km",1,"none","none",29.5
"39107",11111077,"FRENCH11077",7,"CleanWaters",9,1,1,4,"QC","none",18,"female","somepost","morethan20","no","no","dontknow",2,7,"25to34",1992.29750506047,"<100km",1,"none","none",29.5
"39109",11111077,"FRENCH11077",8,"CleanWaters",9,1,1,5,"QC","none",18,"female","somepost","morethan20","no","no","dontknow",2,7,"25to34",1992.29750506047,"<100km",1,"none","none",29.5
"39111",11111077,"FRENCH11077",5,"CleanWaters",9,1,1,6,"QC","none",18,"female","somepost","morethan20","no","no","dontknow",2,7,"25to34",1992.29750506047,"<100km",1,"none","none",29.5
"39113",11111077,"FRENCH11077",10,"CoastalLivelihoods",6,1,1,7,"QC","none",18,"female","somepost","morethan20","no","no","dontknow",2,7,"25to34",1992.29750506047,"<100km",1,"none","none",29.5
"39115",11111077,"FRENCH11077",1,"CoastalProtection",5,1,1,8,"QC","none",18,"female","somepost","morethan20","no","no","dontknow",2,7,"25to34",1992.29750506047,"<100km",1,"none","none",29.5
"39117",11111077,"FRENCH11077",6,"CoastalLivelihoods",6,1,1,9,"QC","none",18,"female","somepost","morethan20","no","no","dontknow",2,7,"25to34",1992.29750506047,"<100km",1,"none","none",29.5
"39119",11111077,"FRENCH11077",9,"CleanWaters",9,1,1,10,"QC","none",18,"female","somepost","morethan20","no","no","dontknow",2,7,"25to34",1992.29750506047,"<100km",1,"none","none",29.5
"39121",11111078,"FRENCH11078",9,"CarbonStorage",4,1,1,1,"QC","none",52,"male","bachelors","morethan20","no","no","dontknow",3,3,"25to34",219966.464495848,"<500km",3,"none","none",29.5
"39123",11111078,"FRENCH11078",10,"Biodiversity",10,1,1,2,"QC","none",52,"male","bachelors","morethan20","no","no","dontknow",3,3,"25to34",219966.464495848,"<500km",3,"none","none",29.5
"39125",11111078,"FRENCH11078",7,"CarbonStorage",4,1,1,3,"QC","none",52,"male","bachelors","morethan20","no","no","dontknow",3,3,"25to34",219966.464495848,"<500km",3,"none","none",29.5
"39127",11111078,"FRENCH11078",6,"NonFoodProducts",3,1,1,4,"QC","none",52,"male","bachelors","morethan20","no","no","dontknow",3,3,"25to34",219966.464495848,"<500km",3,"none","none",29.5
"39129",11111078,"FRENCH11078",3,"Biodiversity",10,1,1,5,"QC","none",52,"male","bachelors","morethan20","no","no","dontknow",3,3,"25to34",219966.464495848,"<500km",3,"none","none",29.5
"39131",11111078,"FRENCH11078",8,"CleanWaters",9,1,1,6,"QC","none",52,"male","bachelors","morethan20","no","no","dontknow",3,3,"25to34",219966.464495848,"<500km",3,"none","none",29.5
"39133",11111078,"FRENCH11078",5,"Biodiversity",10,1,1,7,"QC","none",52,"male","bachelors","morethan20","no","no","dontknow",3,3,"25to34",219966.464495848,"<500km",3,"none","none",29.5
"39135",11111078,"FRENCH11078",4,"CarbonStorage",4,1,1,8,"QC","none",52,"male","bachelors","morethan20","no","no","dontknow",3,3,"25to34",219966.464495848,"<500km",3,"none","none",29.5
"39137",11111078,"FRENCH11078",1,"Biodiversity",10,1,1,9,"QC","none",52,"male","bachelors","morethan20","no","no","dontknow",3,3,"25to34",219966.464495848,"<500km",3,"none","none",29.5
"39139",11111078,"FRENCH11078",2,"Biodiversity",10,1,1,10,"QC","none",52,"male","bachelors","morethan20","no","no","dontknow",3,3,"25to34",219966.464495848,"<500km",3,"none","none",29.5
"39141",11111079,"FRENCH11079",10,"Biodiversity",10,1,1,1,"QC","lessthan5",52,"female","graduate","morethan20","no","yes","NDP",3,5,"25to34",38542.8697956,"<100km",3,"none","none",29.5
"39143",11111079,"FRENCH11079",9,"CleanWaters",9,1,1,2,"QC","lessthan5",52,"female","graduate","morethan20","no","yes","NDP",3,5,"25to34",38542.8697956,"<100km",3,"none","none",29.5
"39145",11111079,"FRENCH11079",1,"CoastalProtection",5,1,1,3,"QC","lessthan5",52,"female","graduate","morethan20","no","yes","NDP",3,5,"25to34",38542.8697956,"<100km",3,"none","none",29.5
"39147",11111079,"FRENCH11079",3,"Biodiversity",10,1,1,4,"QC","lessthan5",52,"female","graduate","morethan20","no","yes","NDP",3,5,"25to34",38542.8697956,"<100km",3,"none","none",29.5
"39149",11111079,"FRENCH11079",7,"CleanWaters",9,1,1,5,"QC","lessthan5",52,"female","graduate","morethan20","no","yes","NDP",3,5,"25to34",38542.8697956,"<100km",3,"none","none",29.5
"39151",11111079,"FRENCH11079",5,"CleanWaters",9,1,1,6,"QC","lessthan5",52,"female","graduate","morethan20","no","yes","NDP",3,5,"25to34",38542.8697956,"<100km",3,"none","none",29.5
"39153",11111079,"FRENCH11079",4,"CoastalProtection",5,1,1,7,"QC","lessthan5",52,"female","graduate","morethan20","no","yes","NDP",3,5,"25to34",38542.8697956,"<100km",3,"none","none",29.5
"39155",11111079,"FRENCH11079",6,"CoastalLivelihoods",6,1,1,8,"QC","lessthan5",52,"female","graduate","morethan20","no","yes","NDP",3,5,"25to34",38542.8697956,"<100km",3,"none","none",29.5
"39157",11111079,"FRENCH11079",2,"CleanWaters",9,1,1,9,"QC","lessthan5",52,"female","graduate","morethan20","no","yes","NDP",3,5,"25to34",38542.8697956,"<100km",3,"none","none",29.5
"39159",11111079,"FRENCH11079",8,"CleanWaters",9,1,1,10,"QC","lessthan5",52,"female","graduate","morethan20","no","yes","NDP",3,5,"25to34",38542.8697956,"<100km",3,"none","none",29.5
"39161",11111080,"FRENCH11080",2,"CleanWaters",9,1,1,1,"QC","lessthan5",18,"male","college","morethan20","no","no","Bloc",9,6,"45to54",231969.543154839,"<500km",1,"none","none",49.5
"39163",11111080,"FRENCH11080",1,"Foodprovision",1,1,1,2,"QC","lessthan5",18,"male","college","morethan20","no","no","Bloc",9,6,"45to54",231969.543154839,"<500km",1,"none","none",49.5
"39165",11111080,"FRENCH11080",6,"CoastalLivelihoods",6,1,1,3,"QC","lessthan5",18,"male","college","morethan20","no","no","Bloc",9,6,"45to54",231969.543154839,"<500km",1,"none","none",49.5
"39167",11111080,"FRENCH11080",10,"Foodprovision",1,1,1,4,"QC","lessthan5",18,"male","college","morethan20","no","no","Bloc",9,6,"45to54",231969.543154839,"<500km",1,"none","none",49.5
"39169",11111080,"FRENCH11080",5,"CleanWaters",9,1,1,5,"QC","lessthan5",18,"male","college","morethan20","no","no","Bloc",9,6,"45to54",231969.543154839,"<500km",1,"none","none",49.5
"39171",11111080,"FRENCH11080",7,"CleanWaters",9,1,1,6,"QC","lessthan5",18,"male","college","morethan20","no","no","Bloc",9,6,"45to54",231969.543154839,"<500km",1,"none","none",49.5
"39173",11111080,"FRENCH11080",8,"CleanWaters",9,1,1,7,"QC","lessthan5",18,"male","college","morethan20","no","no","Bloc",9,6,"45to54",231969.543154839,"<500km",1,"none","none",49.5
"39175",11111080,"FRENCH11080",9,"CleanWaters",9,1,1,8,"QC","lessthan5",18,"male","college","morethan20","no","no","Bloc",9,6,"45to54",231969.543154839,"<500km",1,"none","none",49.5
"39177",11111080,"FRENCH11080",4,"Foodprovision",1,1,1,9,"QC","lessthan5",18,"male","college","morethan20","no","no","Bloc",9,6,"45to54",231969.543154839,"<500km",1,"none","none",49.5
"39179",11111080,"FRENCH11080",3,"NonFoodProducts",3,1,1,10,"QC","lessthan5",18,"male","college","morethan20","no","no","Bloc",9,6,"45to54",231969.543154839,"<500km",1,"none","none",49.5
"39181",11111081,"FRENCH11081",2,"CleanWaters",9,1,1,1,"QC","10to29",36,"male","college","11to20","no","no","noresponse",9,7,"35to44",220910.729823972,"<500km",1,"none","none",39.5
"39183",11111081,"FRENCH11081",3,"CoastalProtection",5,1,1,2,"QC","10to29",36,"male","college","11to20","no","no","noresponse",9,7,"35to44",220910.729823972,"<500km",1,"none","none",39.5
"39185",11111081,"FRENCH11081",10,"Foodprovision",1,1,1,3,"QC","10to29",36,"male","college","11to20","no","no","noresponse",9,7,"35to44",220910.729823972,"<500km",1,"none","none",39.5
"39187",11111081,"FRENCH11081",9,"CleanWaters",9,1,1,4,"QC","10to29",36,"male","college","11to20","no","no","noresponse",9,7,"35to44",220910.729823972,"<500km",1,"none","none",39.5
"39189",11111081,"FRENCH11081",6,"CoastalLivelihoods",6,1,1,5,"QC","10to29",36,"male","college","11to20","no","no","noresponse",9,7,"35to44",220910.729823972,"<500km",1,"none","none",39.5
"39191",11111081,"FRENCH11081",1,"Foodprovision",1,1,1,6,"QC","10to29",36,"male","college","11to20","no","no","noresponse",9,7,"35to44",220910.729823972,"<500km",1,"none","none",39.5
"39193",11111081,"FRENCH11081",8,"Foodprovision",1,1,1,7,"QC","10to29",36,"male","college","11to20","no","no","noresponse",9,7,"35to44",220910.729823972,"<500km",1,"none","none",39.5
"39195",11111081,"FRENCH11081",5,"CleanWaters",9,1,1,8,"QC","10to29",36,"male","college","11to20","no","no","noresponse",9,7,"35to44",220910.729823972,"<500km",1,"none","none",39.5
"39197",11111081,"FRENCH11081",4,"Foodprovision",1,1,1,9,"QC","10to29",36,"male","college","11to20","no","no","noresponse",9,7,"35to44",220910.729823972,"<500km",1,"none","none",39.5
"39199",11111081,"FRENCH11081",7,"CleanWaters",9,1,1,10,"QC","10to29",36,"male","college","11to20","no","no","noresponse",9,7,"35to44",220910.729823972,"<500km",1,"none","none",39.5
"39201",11111083,"FRENCH11083",2,"CleanWaters",9,1,1,1,"QC","none",4.5,"female","bachelors","morethan20","no","no","NDP",5,5,"25to34",220754.334598254,"<500km",1,"none","none",29.5
"39203",11111083,"FRENCH11083",1,"CoastalProtection",5,1,1,2,"QC","none",4.5,"female","bachelors","morethan20","no","no","NDP",5,5,"25to34",220754.334598254,"<500km",1,"none","none",29.5
"39205",11111083,"FRENCH11083",7,"CleanWaters",9,1,1,3,"QC","none",4.5,"female","bachelors","morethan20","no","no","NDP",5,5,"25to34",220754.334598254,"<500km",1,"none","none",29.5
"39207",11111083,"FRENCH11083",3,"CoastalProtection",5,1,1,4,"QC","none",4.5,"female","bachelors","morethan20","no","no","NDP",5,5,"25to34",220754.334598254,"<500km",1,"none","none",29.5
"39209",11111083,"FRENCH11083",8,"CleanWaters",9,1,1,5,"QC","none",4.5,"female","bachelors","morethan20","no","no","NDP",5,5,"25to34",220754.334598254,"<500km",1,"none","none",29.5
"39211",11111083,"FRENCH11083",10,"CarbonStorage",4,1,1,6,"QC","none",4.5,"female","bachelors","morethan20","no","no","NDP",5,5,"25to34",220754.334598254,"<500km",1,"none","none",29.5
"39213",11111083,"FRENCH11083",4,"CoastalProtection",5,1,1,7,"QC","none",4.5,"female","bachelors","morethan20","no","no","NDP",5,5,"25to34",220754.334598254,"<500km",1,"none","none",29.5
"39215",11111083,"FRENCH11083",6,"IconicPlacesandSpecies",8,1,1,8,"QC","none",4.5,"female","bachelors","morethan20","no","no","NDP",5,5,"25to34",220754.334598254,"<500km",1,"none","none",29.5
"39217",11111083,"FRENCH11083",5,"CleanWaters",9,1,1,9,"QC","none",4.5,"female","bachelors","morethan20","no","no","NDP",5,5,"25to34",220754.334598254,"<500km",1,"none","none",29.5
"39219",11111083,"FRENCH11083",9,"CleanWaters",9,1,1,10,"QC","none",4.5,"female","bachelors","morethan20","no","no","NDP",5,5,"25to34",220754.334598254,"<500km",1,"none","none",29.5
"39221",11111084,"FRENCH11084",2,"CleanWaters",9,1,1,1,"QC","10to29",18,"male","college","morethan20","no","no","dontknow",4,3,"45to54",235504.239723607,"<500km",1,"none","none",49.5
"39223",11111084,"FRENCH11084",5,"CleanWaters",9,1,1,2,"QC","10to29",18,"male","college","morethan20","no","no","dontknow",4,3,"45to54",235504.239723607,"<500km",1,"none","none",49.5
"39225",11111084,"FRENCH11084",6,"IconicPlacesandSpecies",8,1,1,3,"QC","10to29",18,"male","college","morethan20","no","no","dontknow",4,3,"45to54",235504.239723607,"<500km",1,"none","none",49.5
"39227",11111084,"FRENCH11084",4,"Foodprovision",1,1,1,4,"QC","10to29",18,"male","college","morethan20","no","no","dontknow",4,3,"45to54",235504.239723607,"<500km",1,"none","none",49.5
"39229",11111084,"FRENCH11084",9,"CleanWaters",9,1,1,5,"QC","10to29",18,"male","college","morethan20","no","no","dontknow",4,3,"45to54",235504.239723607,"<500km",1,"none","none",49.5
"39231",11111084,"FRENCH11084",1,"Biodiversity",10,1,1,6,"QC","10to29",18,"male","college","morethan20","no","no","dontknow",4,3,"45to54",235504.239723607,"<500km",1,"none","none",49.5
"39233",11111084,"FRENCH11084",8,"CleanWaters",9,1,1,7,"QC","10to29",18,"male","college","morethan20","no","no","dontknow",4,3,"45to54",235504.239723607,"<500km",1,"none","none",49.5
"39235",11111084,"FRENCH11084",7,"CleanWaters",9,1,1,8,"QC","10to29",18,"male","college","morethan20","no","no","dontknow",4,3,"45to54",235504.239723607,"<500km",1,"none","none",49.5
"39237",11111084,"FRENCH11084",10,"CoastalLivelihoods",6,1,1,9,"QC","10to29",18,"male","college","morethan20","no","no","dontknow",4,3,"45to54",235504.239723607,"<500km",1,"none","none",49.5
"39239",11111084,"FRENCH11084",3,"Biodiversity",10,1,1,10,"QC","10to29",18,"male","college","morethan20","no","no","dontknow",4,3,"45to54",235504.239723607,"<500km",1,"none","none",49.5
"39241",11111085,"FRENCH11085",1,"Biodiversity",10,1,1,1,"QC","none",18,"female","bachelors","morethan20","no","no","CPC",6,7,"35to44",8989.52838609791,"<100km",2,"none","none",39.5
"39243",11111085,"FRENCH11085",7,"IconicPlacesandSpecies",8,1,1,2,"QC","none",18,"female","bachelors","morethan20","no","no","CPC",6,7,"35to44",8989.52838609791,"<100km",2,"none","none",39.5
"39245",11111085,"FRENCH11085",6,"IconicPlacesandSpecies",8,1,1,3,"QC","none",18,"female","bachelors","morethan20","no","no","CPC",6,7,"35to44",8989.52838609791,"<100km",2,"none","none",39.5
"39247",11111085,"FRENCH11085",4,"CoastalProtection",5,1,1,4,"QC","none",18,"female","bachelors","morethan20","no","no","CPC",6,7,"35to44",8989.52838609791,"<100km",2,"none","none",39.5
"39249",11111085,"FRENCH11085",5,"Biodiversity",10,1,1,5,"QC","none",18,"female","bachelors","morethan20","no","no","CPC",6,7,"35to44",8989.52838609791,"<100km",2,"none","none",39.5
"39251",11111085,"FRENCH11085",10,"Biodiversity",10,1,1,6,"QC","none",18,"female","bachelors","morethan20","no","no","CPC",6,7,"35to44",8989.52838609791,"<100km",2,"none","none",39.5
"39253",11111085,"FRENCH11085",8,"IconicPlacesandSpecies",8,1,1,7,"QC","none",18,"female","bachelors","morethan20","no","no","CPC",6,7,"35to44",8989.52838609791,"<100km",2,"none","none",39.5
"39255",11111085,"FRENCH11085",9,"CleanWaters",9,1,1,8,"QC","none",18,"female","bachelors","morethan20","no","no","CPC",6,7,"35to44",8989.52838609791,"<100km",2,"none","none",39.5
"39257",11111085,"FRENCH11085",3,"Biodiversity",10,1,1,9,"QC","none",18,"female","bachelors","morethan20","no","no","CPC",6,7,"35to44",8989.52838609791,"<100km",2,"none","none",39.5
"39259",11111085,"FRENCH11085",2,"IconicPlacesandSpecies",8,1,1,10,"QC","none",18,"female","bachelors","morethan20","no","no","CPC",6,7,"35to44",8989.52838609791,"<100km",2,"none","none",39.5
"39261",11111086,"FRENCH11086",3,"CoastalProtection",5,1,1,1,"QC","10to29",18,"male","college","morethan20","no","no","Bloc",5,5,"45to54",227700.440914122,"<500km",1,"none","none",49.5
"39263",11111086,"FRENCH11086",2,"Foodprovision",1,1,1,2,"QC","10to29",18,"male","college","morethan20","no","no","Bloc",5,5,"45to54",227700.440914122,"<500km",1,"none","none",49.5
"39265",11111086,"FRENCH11086",4,"Foodprovision",1,1,1,3,"QC","10to29",18,"male","college","morethan20","no","no","Bloc",5,5,"45to54",227700.440914122,"<500km",1,"none","none",49.5
"39267",11111086,"FRENCH11086",7,"CoastalProtection",5,1,1,4,"QC","10to29",18,"male","college","morethan20","no","no","Bloc",5,5,"45to54",227700.440914122,"<500km",1,"none","none",49.5
"39269",11111086,"FRENCH11086",8,"Foodprovision",1,1,1,5,"QC","10to29",18,"male","college","morethan20","no","no","Bloc",5,5,"45to54",227700.440914122,"<500km",1,"none","none",49.5
"39271",11111086,"FRENCH11086",5,"CoastalProtection",5,1,1,6,"QC","10to29",18,"male","college","morethan20","no","no","Bloc",5,5,"45to54",227700.440914122,"<500km",1,"none","none",49.5
"39273",11111086,"FRENCH11086",10,"Foodprovision",1,1,1,7,"QC","10to29",18,"male","college","morethan20","no","no","Bloc",5,5,"45to54",227700.440914122,"<500km",1,"none","none",49.5
"39275",11111086,"FRENCH11086",1,"Foodprovision",1,1,1,8,"QC","10to29",18,"male","college","morethan20","no","no","Bloc",5,5,"45to54",227700.440914122,"<500km",1,"none","none",49.5
"39277",11111086,"FRENCH11086",6,"CoastalLivelihoods",6,1,1,9,"QC","10to29",18,"male","college","morethan20","no","no","Bloc",5,5,"45to54",227700.440914122,"<500km",1,"none","none",49.5
"39279",11111086,"FRENCH11086",9,"TourismandRecreation",7,1,1,10,"QC","10to29",18,"male","college","morethan20","no","no","Bloc",5,5,"45to54",227700.440914122,"<500km",1,"none","none",49.5
"39281",11111087,"FRENCH11087",9,"CleanWaters",9,1,1,1,"QC","none",18,"male","college","morethan20","no","no","noresponse",5,5,"35to44",5569.50621815711,"<100km",1,"none","none",39.5
"39283",11111087,"FRENCH11087",2,"CleanWaters",9,1,1,2,"QC","none",18,"male","college","morethan20","no","no","noresponse",5,5,"35to44",5569.50621815711,"<100km",1,"none","none",39.5
"39285",11111087,"FRENCH11087",3,"CoastalProtection",5,1,1,3,"QC","none",18,"male","college","morethan20","no","no","noresponse",5,5,"35to44",5569.50621815711,"<100km",1,"none","none",39.5
"39287",11111087,"FRENCH11087",10,"Biodiversity",10,1,1,4,"QC","none",18,"male","college","morethan20","no","no","noresponse",5,5,"35to44",5569.50621815711,"<100km",1,"none","none",39.5
"39289",11111087,"FRENCH11087",8,"CleanWaters",9,1,1,5,"QC","none",18,"male","college","morethan20","no","no","noresponse",5,5,"35to44",5569.50621815711,"<100km",1,"none","none",39.5
"39291",11111087,"FRENCH11087",6,"CoastalLivelihoods",6,1,1,6,"QC","none",18,"male","college","morethan20","no","no","noresponse",5,5,"35to44",5569.50621815711,"<100km",1,"none","none",39.5
"39293",11111087,"FRENCH11087",1,"Foodprovision",1,1,1,7,"QC","none",18,"male","college","morethan20","no","no","noresponse",5,5,"35to44",5569.50621815711,"<100km",1,"none","none",39.5
"39295",11111087,"FRENCH11087",7,"CoastalProtection",5,1,1,8,"QC","none",18,"male","college","morethan20","no","no","noresponse",5,5,"35to44",5569.50621815711,"<100km",1,"none","none",39.5
"39297",11111087,"FRENCH11087",4,"CoastalLivelihoods",6,1,1,9,"QC","none",18,"male","college","morethan20","no","no","noresponse",5,5,"35to44",5569.50621815711,"<100km",1,"none","none",39.5
"39299",11111087,"FRENCH11087",5,"CoastalLivelihoods",6,1,1,10,"QC","none",18,"male","college","morethan20","no","no","noresponse",5,5,"35to44",5569.50621815711,"<100km",1,"none","none",39.5
"39301",11111089,"FRENCH11089",3,"CoastalProtection",5,1,1,1,"QC","5to9",18,"male","graduate","morethan20","no","no","noresponse",9,7,"35to44",233373.277653538,"<500km",2,"none","none",39.5
"39303",11111089,"FRENCH11089",7,"TourismandRecreation",7,1,1,2,"QC","5to9",18,"male","graduate","morethan20","no","no","noresponse",9,7,"35to44",233373.277653538,"<500km",2,"none","none",39.5
"39305",11111089,"FRENCH11089",8,"CleanWaters",9,1,1,3,"QC","5to9",18,"male","graduate","morethan20","no","no","noresponse",9,7,"35to44",233373.277653538,"<500km",2,"none","none",39.5
"39307",11111089,"FRENCH11089",10,"TourismandRecreation",7,1,1,4,"QC","5to9",18,"male","graduate","morethan20","no","no","noresponse",9,7,"35to44",233373.277653538,"<500km",2,"none","none",39.5
"39309",11111089,"FRENCH11089",1,"TourismandRecreation",7,1,1,5,"QC","5to9",18,"male","graduate","morethan20","no","no","noresponse",9,7,"35to44",233373.277653538,"<500km",2,"none","none",39.5
"39311",11111089,"FRENCH11089",2,"CleanWaters",9,1,1,6,"QC","5to9",18,"male","graduate","morethan20","no","no","noresponse",9,7,"35to44",233373.277653538,"<500km",2,"none","none",39.5
"39313",11111089,"FRENCH11089",6,"TourismandRecreation",7,1,1,7,"QC","5to9",18,"male","graduate","morethan20","no","no","noresponse",9,7,"35to44",233373.277653538,"<500km",2,"none","none",39.5
"39315",11111089,"FRENCH11089",9,"TourismandRecreation",7,1,1,8,"QC","5to9",18,"male","graduate","morethan20","no","no","noresponse",9,7,"35to44",233373.277653538,"<500km",2,"none","none",39.5
"39317",11111089,"FRENCH11089",5,"CleanWaters",9,1,1,9,"QC","5to9",18,"male","graduate","morethan20","no","no","noresponse",9,7,"35to44",233373.277653538,"<500km",2,"none","none",39.5
"39319",11111089,"FRENCH11089",4,"Foodprovision",1,1,1,10,"QC","5to9",18,"male","graduate","morethan20","no","no","noresponse",9,7,"35to44",233373.277653538,"<500km",2,"none","none",39.5
"39321",11111090,"FRENCH11090",5,"Biodiversity",10,1,1,1,"QC","5to9",52,"male","bachelors","morethan20","no","no","liberal",6,6,"45to54",7256.733991143,"<100km",3,"none","none",49.5
"39323",11111090,"FRENCH11090",6,"CoastalLivelihoods",6,1,1,2,"QC","5to9",52,"male","bachelors","morethan20","no","no","liberal",6,6,"45to54",7256.733991143,"<100km",3,"none","none",49.5
"39325",11111090,"FRENCH11090",4,"CoastalProtection",5,1,1,3,"QC","5to9",52,"male","bachelors","morethan20","no","no","liberal",6,6,"45to54",7256.733991143,"<100km",3,"none","none",49.5
"39327",11111090,"FRENCH11090",9,"CleanWaters",9,1,1,4,"QC","5to9",52,"male","bachelors","morethan20","no","no","liberal",6,6,"45to54",7256.733991143,"<100km",3,"none","none",49.5
"39329",11111090,"FRENCH11090",2,"Biodiversity",10,1,1,5,"QC","5to9",52,"male","bachelors","morethan20","no","no","liberal",6,6,"45to54",7256.733991143,"<100km",3,"none","none",49.5
"39331",11111090,"FRENCH11090",10,"Biodiversity",10,1,1,6,"QC","5to9",52,"male","bachelors","morethan20","no","no","liberal",6,6,"45to54",7256.733991143,"<100km",3,"none","none",49.5
"39333",11111090,"FRENCH11090",7,"CoastalProtection",5,1,1,7,"QC","5to9",52,"male","bachelors","morethan20","no","no","liberal",6,6,"45to54",7256.733991143,"<100km",3,"none","none",49.5
"39335",11111090,"FRENCH11090",8,"CleanWaters",9,1,1,8,"QC","5to9",52,"male","bachelors","morethan20","no","no","liberal",6,6,"45to54",7256.733991143,"<100km",3,"none","none",49.5
"39337",11111090,"FRENCH11090",3,"Biodiversity",10,1,1,9,"QC","5to9",52,"male","bachelors","morethan20","no","no","liberal",6,6,"45to54",7256.733991143,"<100km",3,"none","none",49.5
"39339",11111090,"FRENCH11090",1,"Biodiversity",10,1,1,10,"QC","5to9",52,"male","bachelors","morethan20","no","no","liberal",6,6,"45to54",7256.733991143,"<100km",3,"none","none",49.5
"39341",11111091,"FRENCH11091",6,"TourismandRecreation",7,1,1,1,"QC","none",52,"female","HS","morethan20","no","no","Bloc",4,7,"45to54",248827.00763718,"<500km",3,"none","none",49.5
"39343",11111091,"FRENCH11091",10,"Biodiversity",10,1,1,2,"QC","none",52,"female","HS","morethan20","no","no","Bloc",4,7,"45to54",248827.00763718,"<500km",3,"none","none",49.5
"39345",11111091,"FRENCH11091",5,"CleanWaters",9,1,1,3,"QC","none",52,"female","HS","morethan20","no","no","Bloc",4,7,"45to54",248827.00763718,"<500km",3,"none","none",49.5
"39347",11111091,"FRENCH11091",2,"AboriginalNeeds",2,1,1,4,"QC","none",52,"female","HS","morethan20","no","no","Bloc",4,7,"45to54",248827.00763718,"<500km",3,"none","none",49.5
"39349",11111091,"FRENCH11091",3,"CarbonStorage",4,1,1,5,"QC","none",52,"female","HS","morethan20","no","no","Bloc",4,7,"45to54",248827.00763718,"<500km",3,"none","none",49.5
"39351",11111091,"FRENCH11091",8,"CoastalLivelihoods",6,1,1,6,"QC","none",52,"female","HS","morethan20","no","no","Bloc",4,7,"45to54",248827.00763718,"<500km",3,"none","none",49.5
"39353",11111091,"FRENCH11091",4,"CoastalLivelihoods",6,1,1,7,"QC","none",52,"female","HS","morethan20","no","no","Bloc",4,7,"45to54",248827.00763718,"<500km",3,"none","none",49.5
"39355",11111091,"FRENCH11091",7,"TourismandRecreation",7,1,1,8,"QC","none",52,"female","HS","morethan20","no","no","Bloc",4,7,"45to54",248827.00763718,"<500km",3,"none","none",49.5
"39357",11111091,"FRENCH11091",1,"TourismandRecreation",7,1,1,9,"QC","none",52,"female","HS","morethan20","no","no","Bloc",4,7,"45to54",248827.00763718,"<500km",3,"none","none",49.5
"39359",11111091,"FRENCH11091",9,"TourismandRecreation",7,1,1,10,"QC","none",52,"female","HS","morethan20","no","no","Bloc",4,7,"45to54",248827.00763718,"<500km",3,"none","none",49.5
"39361",11111092,"FRENCH11092",8,"Foodprovision",1,1,1,1,"QC","5to9",18,"female","bachelors","morethan20","no","no","noparty",6,6,"35to44",265129.81610786,"<500km",1,"none","none",39.5
"39363",11111092,"FRENCH11092",10,"Foodprovision",1,1,1,2,"QC","5to9",18,"female","bachelors","morethan20","no","no","noparty",6,6,"35to44",265129.81610786,"<500km",1,"none","none",39.5
"39365",11111092,"FRENCH11092",4,"Foodprovision",1,1,1,3,"QC","5to9",18,"female","bachelors","morethan20","no","no","noparty",6,6,"35to44",265129.81610786,"<500km",1,"none","none",39.5
"39367",11111092,"FRENCH11092",7,"CleanWaters",9,1,1,4,"QC","5to9",18,"female","bachelors","morethan20","no","no","noparty",6,6,"35to44",265129.81610786,"<500km",1,"none","none",39.5
"39369",11111092,"FRENCH11092",1,"Foodprovision",1,1,1,5,"QC","5to9",18,"female","bachelors","morethan20","no","no","noparty",6,6,"35to44",265129.81610786,"<500km",1,"none","none",39.5
"39371",11111092,"FRENCH11092",5,"CleanWaters",9,1,1,6,"QC","5to9",18,"female","bachelors","morethan20","no","no","noparty",6,6,"35to44",265129.81610786,"<500km",1,"none","none",39.5
"39373",11111092,"FRENCH11092",9,"CleanWaters",9,1,1,7,"QC","5to9",18,"female","bachelors","morethan20","no","no","noparty",6,6,"35to44",265129.81610786,"<500km",1,"none","none",39.5
"39375",11111092,"FRENCH11092",6,"CoastalLivelihoods",6,1,1,8,"QC","5to9",18,"female","bachelors","morethan20","no","no","noparty",6,6,"35to44",265129.81610786,"<500km",1,"none","none",39.5
"39377",11111092,"FRENCH11092",2,"Foodprovision",1,1,1,9,"QC","5to9",18,"female","bachelors","morethan20","no","no","noparty",6,6,"35to44",265129.81610786,"<500km",1,"none","none",39.5
