"","sample","subsid","pid","name","id","completed","user_last_section","ip","date","time_in","time_out","user_browser","user_setid_dce1","user_language","user_combo","IMP_Order","DCE_pg1","DCE_least1","DCE_most1","DCE_pg2","DCE_least2","DCE_most2","DCE_pg3","DCE_least3","DCE_most3","DCE_pg4","DCE_least4","DCE_most4","DCE_pg5","DCE_least5","DCE_most5","DCE_pg6","DCE_least6","DCE_most6","DCE_pg7","DCE_least7","DCE_most7","DCE_pg8","DCE_least8","DCE_most8","DCE_pg9","DCE_least9","DCE_most9","DCE_pg10","DCE_least10","DCE_most10","DCEclick_1","DCEclick_2","DCEclick_3","DCEclick_4","DCEclick_5","DCEclick_6","DCEclick_7","DCEclick_8","DCEclick_9","DCEclick_10","ocean_days","rec_swim","rec_boat","rec_surf","rec_scuba","rec_powerboat","rec_recfish","rec_sightsee","rec_none","rec_other","rec_specify","jobs_comfish","jobs_aquaculture","jobs_firstnations","jobs_tourism","jobs_transport","jobs_port","jobs_govt","jobs_none","jobs_other","jobs_specify","seafood_eat","foodprovision_general","foodprovision_xx","aboriginalneeds_general","aboriginalneeds_xx","nonfood_general","nonfood_xx","carbonstorage_general","carbonstorage_xx","coastalprotection_general","coastalprotection_xx","coastallivelihood_general","coastallivelihood_xx","tourismrec_general","tourismrec_xx","icons_general","icons_xx","cleanwater_general","cleanwater_xx","biodiversity_general","biodiversity_xx","demoone_gender","demoone_education","demotwo_livedCanada","demotwo_fsa","envr_org","envr_protest","political_party","demothree_income","demothree_householdsize","demothree_age","comments"
"2002","MR","410078682",NA,"English12626",12626,"y","hco_thankyou.php",NA,"29/03/2014","17:41:07","17:47:13","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",11,"English",2018,12345,2,2,9,8,3,9,7,7,9,5,2,9,6,2,8,1,3,5,9,2,9,10,7,4,4,2,5,3,3,5,"","","","","","","","","","","morethan100",1,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","3month",5,NA,3,NA,4,NA,5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,"female","college","morethan20","e1v","no","no","dontknow",4,"3","35to44","I don't know alot about the topic, but I do know our Oceans are important and beautiful. Anything so important needs to be protected."
"2003","PR","410213976",NA,"English12627",12627,"y","hco_thankyou.php",NA,"29/03/2014","18:02:29","18:12:48","Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",11,"English",2019,54321,5,6,9,8,3,9,9,3,9,3,3,10,6,3,8,1,3,10,4,6,5,2,2,9,7,7,9,10,7,10,"","","","","","","","","","","dontknow",1,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","atleast1wk",4,NA,4,NA,3,NA,5,NA,5,NA,4,NA,4,NA,5,NA,5,NA,5,NA,"female","bachelors","morethan20","T3E","no","no","dontknow",9,"1","45to54",""
"2004","BC","410016700",NA,"English12628",12628,"y","hco_thankyou.php",NA,"29/03/2014","18:21:49","18:28:41","Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko",11,"English",2020,12345,10,7,1,1,3,1,8,8,1,7,7,9,4,2,1,9,3,9,6,3,6,5,2,9,2,2,1,3,3,10,"","","","","","","","","","","lessthan5",1,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","atleast1wk",4,NA,3,NA,3,NA,4,NA,4,NA,4,NA,4,NA,4,NA,5,NA,5,NA,"male","bachelors","morethan20","v6l","no","no","liberal",6,"4","35to44",""
"2005","BC","410034282",NA,"English12629",12629,"y","hco_thankyou.php",NA,"29/03/2014","19:28:39","19:35:03","Mozilla/5.0 (iPhone; CPU iPhone OS 7_0_6 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 Mobile/11B651 Safari/9537.53",11,"English",2021,54321,1,1,7,10,7,1,2,8,1,4,1,4,8,6,1,6,8,7,5,2,9,7,5,9,3,10,4,9,4,9,"","","","","","","","","","","lessthan5",1,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","1to2month",2,NA,2,NA,2,NA,2,NA,2,NA,2,NA,2,NA,2,NA,2,NA,2,NA,"female","college","morethan20","V3s","no","no","NDP",5,"5","25to34",""
"2006","BC","410099578",NA,"English12630",12630,"y","hco_thankyou.php",NA,"29/03/2014","19:37:04","19:47:40","Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; MDDCJS; rv:11.0) like Gecko",11,"English",2022,12345,3,3,4,2,2,1,7,7,9,1,7,1,6,3,6,8,3,1,9,7,4,10,7,4,4,2,4,5,6,9,"","","","","","","","","","","10to29",1,NA,NA,1,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","3month",5,NA,2,NA,4,NA,5,NA,5,NA,4,NA,5,NA,5,NA,5,NA,5,NA,"male","college","morethan20","V7C","no","no","liberal",7,"5","45to54","none"
"2007","MR","410198171",NA,"English12631",12631,"y","hco_thankyou.php",NA,"29/03/2014","19:38:14","19:54:52","Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.3; .NET4.0C; .NET4.0E)",11,"English",2023,54321,9,3,9,8,3,9,6,3,6,2,2,1,3,3,5,4,2,1,1,3,1,10,7,1,7,7,9,5,2,9,"","","","","","","","","","","10to29",1,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","3month",5,NA,4,NA,3,NA,4,NA,4,NA,3,NA,4,NA,4,NA,5,NA,4,NA,"female","college","morethan20","B3A","no","no","noparty",9,"2","35to44",""
"2008","BC","410010245",NA,"English12632",12632,"y","hco_thankyou.php",NA,"29/03/2014","19:50:18","20:16:50","Mozilla/5.0 (Windows NT 6.1; Trident/7.0; rv:11.0) like Gecko",11,"English",2024,12345,2,2,9,6,2,6,3,3,4,5,2,9,7,5,9,1,3,7,4,2,6,9,3,9,8,3,6,10,10,6,"","","","","","","","","","","lessthan5",NA,NA,NA,NA,NA,NA,NA,1,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","atleast1wk",5,NA,3,NA,3,NA,5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,4,NA,"male","somepost","morethan20","V6H","no","no","liberal",5,"2","45to54","No."
"2009","MR","410136879",NA,"English12633",12633,"y","hco_thankyou.php",NA,"29/03/2014","19:52:12","19:58:08","Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; GTB7.5; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; .NET CLR 1.1.4322)",11,"English",2025,54321,3,3,8,1,3,1,6,2,6,2,2,1,4,2,1,5,2,6,10,7,1,9,2,9,7,7,9,8,3,1,"","","","","","","","","","","none",NA,NA,NA,NA,NA,NA,NA,1,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","7to11yr",4,NA,2,NA,3,NA,3,NA,3,NA,4,NA,3,NA,4,NA,4,NA,3,NA,"female","HS","morethan20","E4E","no","no","noresponse",4,"5","35to44",""
"2010","MR","410118933",NA,"English12634",12634,"y","hco_thankyou.php",NA,"29/03/2014","19:52:20","20:00:29","Mozilla/5.0 (iPad; CPU OS 7_1 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D167 Safari/9537.53",11,"English",2026,12345,3,3,10,2,8,9,8,3,9,4,5,1,9,3,9,1,7,1,5,5,9,7,7,9,6,7,6,10,7,1,"","","","","","","","","","","5to9",1,1,NA,NA,1,1,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","3month",5,NA,5,NA,4,NA,5,NA,5,NA,4,NA,4,NA,4,NA,5,NA,5,NA,"male","bachelors","morethan20","B4n","yes","no","liberal",9,"4","45to54",""
"2011","MR","410077933",NA,"English12635",12635,"y","hco_thankyou.php",NA,"29/03/2014","22:39:39","22:47:26","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",11,"English",2027,54321,3,8,5,6,7,8,7,9,5,5,2,10,10,4,1,2,9,10,9,4,2,8,1,6,1,3,7,4,1,6,"","","","","","","","","","","lessthan5",NA,NA,NA,NA,NA,NA,NA,1,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","Never",3,NA,3,NA,3,NA,3,NA,3,NA,3,NA,3,NA,3,NA,3,NA,3,NA,"female","college","morethan20","a1b","no","no","dontknow",7,"4","45to54","nil"
"2012","BC","410028526",NA,"English12636",12636,"y","hco_thankyou.php",NA,"29/03/2014","23:15:35","23:21:41","Mozilla/5.0 (Linux; U; Android 4.0.3; en-us; A500 Build/IML74K) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Safari/534.30",11,"English",2028,12345,2,2,9,8,8,9,7,7,9,5,2,9,6,2,3,1,5,3,9,2,9,10,7,6,4,2,6,3,8,3,"","","","","","","","","","","none",NA,NA,NA,NA,NA,NA,NA,1,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","1to2yr",1,NA,1,NA,2,NA,1,NA,1,NA,3,NA,1,NA,1,NA,3,NA,1,NA,"male","college","morethan20","v4t","no","no","CPC",5,"2","45to54","No"
"2013","MR","410040045",NA,"English12637",12637,"y","hco_thankyou.php",NA,"29/03/2014","23:43:38","23:51:44","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",11,"English",2029,54321,5,2,9,8,8,9,9,7,4,3,8,4,6,8,6,1,7,5,4,2,1,2,8,9,7,7,9,10,7,4,"","","","","","","","","","","morethan100",NA,NA,NA,NA,NA,NA,NA,1,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","7to11yr",4,NA,4,NA,3,NA,5,NA,5,NA,5,NA,3,NA,3,NA,5,NA,5,NA,"female","college","morethan20","B2N","no","no","dontknow",1,"1","25to34",""
"2014","MR","410213642",NA,"English12638",12638,"y","hco_thankyou.php",NA,"29/03/2014","23:55:29","0:00:50","Mozilla/5.0 (Windows NT 6.3; WOW64; rv:28.0) Gecko/20100101 Firefox/28.0",11,"English",2030,12345,10,4,7,1,1,5,8,3,9,7,4,7,4,4,6,9,4,9,6,3,2,5,10,9,2,10,2,3,4,5,"","","","","","","","","","","lessthan5",1,NA,NA,NA,1,1,NA,NA,NA,"",NA,NA,1,NA,NA,NA,NA,NA,NA,"","3month",4,NA,5,NA,3,NA,3,NA,4,NA,4,NA,4,NA,4,NA,5,NA,4,NA,"female","college","morethan20","a0b","yes","no","CPC",5,"4","20to24",""
"2016","MR","410218060",NA,"English12640",12640,"y","hco_thankyou.php",NA,"30/03/2014","1:14:18","1:24:09","Mozilla/5.0 (iPad; CPU OS 6_1_3 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0 Mobile/10B329 Safari/8536.25",11,"English",2032,12345,3,10,3,2,10,1,7,4,7,1,10,3,6,3,7,8,6,9,9,2,7,10,10,7,4,1,5,5,10,9,"","","","","","","","","","","dontknow",NA,NA,NA,NA,NA,NA,1,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","1to2month",4,NA,2,NA,3,NA,3,NA,4,NA,4,NA,4,NA,4,NA,5,NA,4,NA,"female","bachelors","morethan20","A1k","no","no","noresponse",7,"3","45to54",""
"2017","MR","410126504",NA,"English12641",12641,"y","hco_thankyou.php",NA,"30/03/2014","2:01:06","2:09:19","Mozilla/5.0 (iPad; CPU OS 7_1 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D167 Safari/9537.53",11,"English",2033,54321,9,2,9,8,8,9,6,2,6,2,2,9,3,8,4,4,2,1,1,3,1,10,10,6,7,8,9,5,2,9,"","","","","","","","","","","none",1,1,NA,NA,NA,NA,1,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","atleast1wk",5,NA,1,NA,2,NA,4,NA,3,NA,5,NA,5,NA,4,NA,5,NA,5,NA,"female","college","morethan20","B4c","no","no","dontknow",4,"2","55to64",""
"2018","PR","410111815",NA,"English12642",12642,"y","hco_thankyou.php",NA,"30/03/2014","2:22:50","2:29:59","Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; WOW64; Trident/6.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; .NET4.0E)",11,"English",2034,12345,2,2,9,6,2,6,3,3,5,5,2,6,7,8,9,1,3,1,4,2,1,9,2,9,8,3,1,10,7,1,"","","","","","","","","","","none",NA,NA,NA,NA,NA,NA,NA,1,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","3to6yr",4,NA,1,NA,3,NA,3,NA,4,NA,4,NA,4,NA,4,NA,4,NA,3,NA,"female","elementary","morethan20","r0c","no","no","noparty",2,"2","35to44",""
"2019","BC","410075851",NA,"English12643",12643,"y","hco_thankyou.php",NA,"30/03/2014","2:39:28","2:49:13","Mozilla/5.0 (iPhone; CPU iPhone OS 7_0_6 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 Mobile/11B651 Safari/9537.53",11,"English",2035,54321,3,3,4,1,3,10,6,3,6,2,2,9,4,6,1,5,2,9,10,7,1,9,7,9,7,7,9,8,3,9,"","","","","","","","","","","lessthan5",1,NA,NA,NA,NA,1,1,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","7to11yr",5,NA,5,NA,4,NA,5,NA,5,NA,5,NA,4,NA,5,NA,5,NA,5,NA,"female","college","morethan20","V3C","no","no","dontknow",5,"4","35to44",""
"2020","BC","410079869",NA,"English12644",12644,"y","hco_thankyou.php",NA,"30/03/2014","2:41:11","2:46:44","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.74.9 (KHTML, like Gecko) Version/7.0.2 Safari/537.74.9",11,"English",2036,12345,3,3,5,2,2,10,8,3,9,4,2,5,9,2,9,1,3,5,5,2,5,7,7,5,6,2,8,10,1,10,"","","","","","","","","","","morethan100",NA,1,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,"Not for profit organization","3month",5,NA,1,NA,2,NA,5,NA,5,NA,3,NA,3,NA,5,NA,5,NA,5,NA,"female","graduate","morethan20","V8T","","yes","noparty",4,"2","25to34","Oceans are one of our most important resources. The Federal government does not care about our oceans and has no desire to align with other countries in order to protect marine fauna and maintain healthy fish stocks. Our government allows far too many fish to be extracted for commercial industries. In addition, one of the new omnibus bills rammed through by the Conservatives has extended moderate protection to commercially valuable species but removed any protection on species that are not commercially important. This is despicable and perfectly in line with the Harper Government's disgust for science and intelligence. Our oceans are in trouble and we're not doing anything at all to protect them."
"2021","PR","410099220",NA,"English12645",12645,"y","hco_thankyou.php",NA,"30/03/2014","2:51:02","2:57:02","Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko",11,"English",2037,54321,3,3,10,6,2,7,7,4,9,5,2,9,10,4,1,2,2,9,9,2,9,8,3,9,1,3,1,4,2,1,"","","","","","","","","","","5to9",1,NA,1,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","3month",5,NA,3,NA,3,NA,4,NA,4,NA,4,NA,5,NA,4,NA,5,NA,4,NA,"female","college","morethan20","s7r","no","no","CPC",7,"2","25to34",""
"2022","BC","410207201",NA,"English12646",12646,"y","hco_thankyou.php",NA,"30/03/2014","3:18:10","3:27:26","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",11,"English",2038,12345,2,2,1,8,3,6,7,7,9,5,2,6,6,2,6,1,5,1,9,2,9,10,4,6,4,2,6,3,4,8,"","","","","","","","","","","dontknow",NA,NA,NA,NA,NA,NA,NA,1,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","atleast1wk",5,NA,3,NA,4,NA,5,NA,4,NA,5,NA,4,NA,5,NA,5,NA,5,NA,"female","HS","morethan20","v9n","no","no","noresponse",5,"4","45to54",""
"2023","BC","410217336",NA,"English12647",12647,"y","hco_thankyou.php",NA,"30/03/2014","4:13:39","4:19:09","Mozilla/5.0 (iPad; CPU OS 7_1 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D167 Safari/9537.53",11,"English",2039,54321,5,2,9,8,6,9,9,2,9,3,3,5,6,2,8,1,3,5,4,2,5,2,2,9,7,7,9,10,6,4,"","","","","","","","","","","30to49",1,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","atleast1wk",4,NA,2,NA,3,NA,4,NA,4,NA,3,NA,4,NA,4,NA,5,NA,3,NA,"male","graduate","morethan20","V6s","no","no","NDP",7,"3","35to44",""
"2026","MR","410067729",NA,"English12650",12650,"y","hco_thankyou.php",NA,"30/03/2014","10:20:32","10:29:32","Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; WOW64; Trident/5.0)",11,"English",2042,12345,9,2,9,2,2,9,6,2,6,10,4,6,7,4,9,3,3,8,5,2,6,1,3,5,4,2,6,8,3,9,"","","","","","","","","","","dontknow",NA,NA,NA,NA,NA,NA,NA,1,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","3month",4,NA,2,NA,3,NA,3,NA,4,NA,5,NA,4,NA,4,NA,5,NA,4,NA,"female","college","morethan20","b2z","no","no","dontknow",6,"3","35to44",""
"2028","MR","410205826",NA,"English12652",12652,"y","hco_comments.php",NA,"30/03/2014","12:56:20","13:14:29","Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko",11,"English",2044,12345,3,3,4,8,3,1,5,2,6,4,2,1,7,7,4,1,3,1,10,7,1,9,2,4,6,2,6,2,2,1,"","","","","","","","","","","morethan100",NA,1,NA,NA,NA,1,1,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","3month",5,NA,1,NA,2,NA,5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,"female","HS","morethan20","B0T","","no","noparty",4,"2","45to54",""
"2029","MR","410054719",NA,"English12653",12653,"y","hco_thankyou.php",NA,"30/03/2014","14:04:59","14:10:31","Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; WOW64; Trident/5.0)",11,"English",2045,54321,10,7,4,6,2,8,8,3,9,9,2,9,3,3,4,4,2,4,2,2,9,7,7,9,1,7,5,5,2,9,"","","","","","","","","","","10to29",1,1,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","1to2month",5,NA,1,NA,4,NA,5,NA,5,NA,4,NA,4,NA,5,NA,5,NA,4,NA,"female","bachelors","morethan20","B3N","no","no","dontknow",6,"4","35to44",""
"2031","MR","410095183",NA,"English12655",12655,"y","hco_thankyou.php",NA,"30/03/2014","15:50:52","15:59:59","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",11,"English",2047,54321,1,7,1,6,2,6,9,2,9,2,2,1,8,3,9,5,2,9,4,2,1,10,7,1,7,7,9,3,3,5,"","","","","","","","","","","10to29",1,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","atleast1wk",5,NA,3,NA,5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,"male","college","morethan20","B2W","no","yes","liberal",7,"2","45to54","A very interesting survey,and easy to understand."
"2033","BC","410201989",NA,"English12657",12657,"y","hco_thankyou.php",NA,"30/03/2014","16:24:33","16:31:02","Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; GTB7.5; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; InfoPath.3)",11,"English",2049,54321,3,3,5,1,3,5,5,2,5,4,2,6,6,3,8,2,2,9,10,4,1,7,4,9,9,2,9,8,3,1,"","","","","","","","","","","morethan100",NA,NA,NA,NA,NA,NA,1,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","atleast1wk",5,NA,3,NA,3,NA,5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,"female","bachelors","morethan20","V6G","no","no","noresponse",5,"2","45to54",""
"2034","BC","410107209",NA,"English12658",12658,"y","hco_thankyou.php",NA,"30/03/2014","16:33:58","16:44:13","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.6; rv:28.0) Gecko/20100101 Firefox/28.0",11,"English",2050,12345,2,2,9,9,7,9,10,7,10,5,2,5,1,7,5,4,2,5,8,6,9,7,7,5,3,3,5,6,7,8,"","","","","","","","","","","lessthan5",NA,NA,NA,NA,NA,NA,1,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","3month",4,NA,4,NA,5,NA,5,NA,5,NA,4,NA,4,NA,5,NA,5,NA,5,NA,"female","graduate","morethan20","v5n","yes","no","CPC",6,"3","25to34","None."
"2038","BC","410125025",NA,"English12662",12662,"y","hco_thankyou.php",NA,"30/03/2014","17:41:33","17:55:42","Mozilla/5.0 (Windows NT 6.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",11,"English",2054,12345,10,7,10,6,7,3,8,6,9,9,7,9,3,3,10,4,2,4,2,2,9,7,7,9,1,7,10,5,2,9,"","","","","","","","","","","lessthan5",NA,NA,NA,NA,NA,NA,NA,1,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","7to11yr",5,NA,4,NA,4,NA,5,NA,5,NA,4,NA,4,NA,5,NA,5,NA,5,NA,"male","college","morethan20","v3n","no","no","NDP",5,"4","35to44",""
"2039","MR","410195338",NA,"English12663",12663,"y","hco_thankyou.php",NA,"30/03/2014","18:28:38","18:34:51","Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko",11,"English",2055,54321,3,4,8,9,2,9,8,3,9,6,2,8,2,2,9,7,4,9,10,4,7,4,2,5,1,3,5,5,2,9,"","","","","","","","","","","lessthan5",1,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","3month",4,NA,3,NA,4,NA,3,NA,5,NA,4,NA,5,NA,5,NA,5,NA,4,NA,"female","HS","morethan20","E6C","no","no","noresponse",9,"2","45to54",""
"2040","MR","410057077",NA,"English12664",12664,"y","hco_thankyou.php",NA,"30/03/2014","18:32:35","18:38:21","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",11,"English",2056,12345,1,7,10,6,2,6,9,2,9,2,2,9,8,8,9,5,2,9,4,2,4,10,1,10,7,8,9,3,4,8,"","","","","","","","","","","30to49",NA,NA,NA,NA,1,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","7to11yr",NA,NA,NA,NA,NA,NA,4,NA,NA,NA,4,NA,NA,NA,4,NA,4,NA,4,NA,"male","bachelors","morethan20","A1B","no","no","liberal",2,"5","25to34",""
"2041","PR","410025520",NA,"English12665",12665,"y","hco_thankyou.php",NA,"30/03/2014","19:25:28","19:31:31","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",11,"English",2057,54321,6,3,6,2,9,2,3,3,10,7,7,5,8,3,8,1,5,1,9,2,9,10,6,10,5,10,5,4,2,4,"","","","","","","","","","","lessthan5",NA,1,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","1to2yr",5,NA,5,NA,3,NA,5,NA,5,NA,4,NA,3,NA,5,NA,5,NA,5,NA,"female","college","morethan20","r2r","no","no","noparty",4,"2","25to34",""
"2042","BC","410036951",NA,"English12666",12666,"y","hco_thankyou.php",NA,"30/03/2014","20:33:14","20:38:25","Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",11,"English",2058,12345,3,3,5,1,3,1,5,2,6,4,2,5,6,2,6,2,2,9,10,4,6,7,4,5,9,2,9,8,8,6,"","","","","","","","","","","10to29",1,NA,NA,NA,NA,NA,1,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","atleast1wk",4,NA,3,NA,4,NA,4,NA,4,NA,4,NA,4,NA,4,NA,4,NA,4,NA,"male","graduate","morethan20","v6r","no","no","CPC",7,"","45to54",""
"2043","BC","410130851",NA,"English12667",12667,"y","hco_thankyou.php",NA,"30/03/2014","20:56:00","21:05:12","Mozilla/5.0 (Windows NT 6.0; rv:28.0) Gecko/20100101 Firefox/28.0",11,"English",2059,54321,2,2,9,9,2,9,10,7,1,5,2,9,1,7,5,4,2,1,8,3,9,7,7,9,3,3,5,6,2,8,"","","","","","","","","","","5to9",1,NA,1,NA,NA,NA,1,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","7to11yr",5,NA,3,NA,4,NA,5,NA,4,NA,4,NA,3,NA,5,NA,5,NA,5,NA,"female","college","morethan20","V3K","no","no","noresponse",1,"1","45to54",""
"2045","BC","410076442",NA,"English12669",12669,"y","hco_thankyou.php",NA,"30/03/2014","23:54:17","0:03:27","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.152 Safari/537.36",11,"English",2061,54321,6,3,6,1,3,5,4,2,5,3,3,5,9,3,9,10,4,6,7,4,5,5,2,5,8,3,9,2,2,9,"","","","","","","","","","","5to9",1,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","3month",5,NA,4,NA,4,NA,5,NA,5,NA,4,NA,4,NA,5,NA,5,NA,5,NA,"female","bachelors","morethan20","V4C","no","yes","dontknow",2,"2","45to54",""
"2046","PR","410030964",NA,"English12670",12670,"y","hco_thankyou.php",NA,"31/03/2014","0:55:25","1:03:18","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:28.0) Gecko/20100101 Firefox/28.0",11,"English",2062,12345,8,3,9,4,2,5,7,7,9,5,2,9,6,2,8,1,3,5,10,1,10,3,3,5,9,2,9,2,2,9,"","","","","","","","","","","5to9",NA,NA,1,NA,1,1,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","1to2month",3,NA,3,NA,3,NA,3,NA,3,NA,3,NA,3,NA,3,NA,5,NA,3,NA,"male","college","morethan20","t8a","no","no","CPC",7,"4","25to34",""
