"X" "sample" "subsid" "pid" "name" "id" "complete" "user_las" "ip" "date" "time_in" "time_out" "user_bro" "user_set" "user_lan" "user_com" "IMP_Orde" "DCE_pg1" "DCE_leas" "DCE_most" "DCE_pg2" "DCE_leas" "DCE_most" "DCE_pg3" "DCE_leas" "DCE_most" "DCE_pg4" "DCE_leas" "DCE_most" "DCE_pg5" "DCE_leas" "DCE_most" "DCE_pg6" "DCE_leas" "DCE_most" "DCE_pg7" "DCE_leas" "DCE_most" "DCE_pg8" "DCE_leas" "DCE_most" "DCE_pg9" "DCE_leas" "DCE_most" "DCE_pg10" "DCE_leas" "DCE_most" "DCEclick" "DCEclick" "DCEclick" "DCEclick" "DCEclick" "DCEclick" "DCEclick" "DCEclick" "DCEclick" "DCEclick" "ocean_da" "rec_swim" "rec_boat" "rec_surf" "rec_scub" "rec_powe" "rec_recf" "rec_sigh" "rec_none" "rec_othe" "rec_spec" "jobs_com" "jobs_aqu" "jobs_fir" "jobs_tou" "jobs_tra" "jobs_por" "jobs_gov" "jobs_non" "jobs_oth" "jobs_spe" "seafood_" "foodprov" "foodprov" "aborigin" "aborigin" "nonfood_" "nonfood_" "carbonst" "carbonst" "coastalp" "coastalp" "coastall" "coastall" "tourismr" "tourismr" "icons_ge" "icons_xx" "cleanwat" "cleanwat" "biodiver" "biodiver" "demoone_" "demoone_" "demotwo_" "demotwo_" "envr_org" "envr_pro" "politica" "demothre" "demothre" "demothre" "comments"
"2175" 228 "QC" 410001929 "" "FRENCH10786" 10786 "y" "hco_thankyou.php" "" "19/03/2014" "0:52:45" "1:05:19" "Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36" "11" "FRENCH" 1234 12345 1 3 1 8 6 1 9 2 9 4 2 1 10 4 1 3 4 3 7 4 9 2 2 1 6 2 3 5 2 9 "" "" "" "" "" "" "" "" "" "" "lessthan5" "1" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "1" "" "" "3month" "5" "" "1" "" "4" "" "3" "" "4" "" "3" "" "4" "" "4" "" "4" "" "3" "" "female" "bachelors" "morethan20" "g8y" "no" "no" "NDP" "6" "4" "25to34" ""
"2176" 230 "QC" 410208671 "" "FRENCH10788" 10788 "y" "hco_thankyou.php" "" "19/03/2014" "1:17:29" "1:30:30" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36" "11" "FRENCH" 1236 12345 4 1 4 3 3 8 8 3 9 1 7 5 9 7 9 6 7 8 7 7 9 2 1 9 5 6 9 10 7 4 "" "" "" "" "" "" "" "" "" "" "none" "" "" "" "" "" "" "" "1" "" "" "" "" "" "" "" "" "" "1" "" "" "atleast1wk" "5" "" "5" "" "1" "" "5" "" "5" "" "4" "" "3" "" "5" "" "5" "" "5" "" "female" "college" "morethan20" "j4j" "no" "no" "green" "5" "2" "25to34" ""
"2177" 231 "QC" 410032481 "" "FRENCH10789" 10789 "y" "hco_thankyou.php" "" "19/03/2014" "1:19:06" "1:26:26" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36" "11" "FRENCH" 1237 54321 10 7 1 5 2 9 6 3 6 9 2 9 4 2 1 8 3 9 2 2 1 7 7 9 3 3 10 1 7 1 "" "" "" "" "" "" "" "" "" "" "none" "" "" "" "" "" "" "" "1" "" "" "" "" "" "" "" "" "" "1" "" "" "1to2month" "5" "" "3" "" "5" "" "5" "" "5" "" "5" "" "5" "" "5" "" "5" "" "5" "" "male" "bachelors" "morethan20" "j5k" "yes" "yes" "green" "3" "1" "45to54" ""
"2178" 232 "QC" 410087909 "" "FRENCH10790" 10790 "y" "hco_thankyou.php" "" "19/03/2014" "1:19:50" "1:26:27" "Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; BOIE9;ENCA; rv:11.0) like Gecko" "11" "FRENCH" 1238 12345 9 3 9 5 10 9 4 4 5 2 10 9 8 3 9 3 3 5 6 3 6 10 4 6 7 4 9 1 3 5 "" "" "" "" "" "" "" "" "" "" "5to9" "" "" "" "" "" "" "1" "" "" "" "" "" "" "" "" "" "" "1" "" "" "atleast1wk" "4" "" "5" "" "3" "" "3" "" "5" "" "5" "" "3" "" "5" "" "5" "" "4" "" "male" "bachelors" "morethan20" "H1R" "no" "no" "dontknow" "5" "3" "35to44" ""
"2179" 233 "QC" 410160489 "" "FRENCH10791" 10791 "y" "hco_thankyou.php" "" "19/03/2014" "1:59:54" "2:06:22" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.74.9 (KHTML, like Gecko) Version/7.0.2 Safari/537.74.9" "11" "FRENCH" 1239 54321 7 7 9 2 2 10 5 6 9 8 6 1 4 6 5 1 3 10 10 6 10 3 3 10 6 2 8 9 2 9 "" "" "" "" "" "" "" "" "" "" "10to29" "1" "" "" "" "1" "" "1" "" "" "" "" "" "" "" "" "" "" "1" "" "" "atleast1wk" "5" "" "2" "" "3" "" "4" "" "4" "" "3" "" "3" "" "5" "" "4" "" "4" "" "male" "bachelors" "morethan20" "h3j" "yes" "no" "NDP" "8" "2" "35to44" ""
"2180" 235 "QC" 410029346 "" "FRENCH10793" 10793 "y" "hco_thankyou.php" "" "19/03/2014" "2:05:15" "2:11:38" "Mozilla/5.0 (iPad; CPU OS 7_1 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D167 Safari/9537.53" "11" "FRENCH" 1241 54321 9 2 9 7 8 9 1 3 1 10 10 1 2 2 9 8 3 1 6 2 6 3 3 5 5 2 9 4 2 1 "" "" "" "" "" "" "" "" "" "" "30to49" "1" "1" "" "" "1" "1" "1" "" "" "" "" "" "" "" "" "" "" "1" "" "" "atleast1wk" "3" "" "3" "" "3" "" "3" "" "3" "" "3" "" "3" "" "3" "" "3" "" "3" "" "male" "bachelors" "morethan20" "H2e" "no" "yes" "NDP" "7" "3" "45to54" ""
"2181" 236 "QC" 410060401 "" "FRENCH10794" 10794 "y" "hco_thankyou.php" "" "19/03/2014" "2:09:45" "2:18:38" "Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36" "11" "FRENCH" 1242 12345 8 3 9 5 2 9 6 3 8 1 3 10 7 4 9 10 4 10 4 4 5 3 3 5 9 3 9 2 2 9 "" "" "" "" "" "" "" "" "" "" "5to9" "" "" "" "" "" "" "" "1" "" "" "" "" "" "" "" "" "" "1" "" "" "1to2month" "4" "" "4" "" "4" "" "4" "" "5" "" "4" "" "4" "" "5" "" "5" "" "5" "" "male" "HS" "morethan20" "j3n" "no" "no" "Bloc" "4" "3" "45to54" ""
"2182" 237 "QC" 410158320 "" "FRENCH10795" 10795 "y" "hco_thankyou.php" "" "19/03/2014" "2:14:20" "2:20:36" "Mozilla/5.0 (Windows NT 6.1; rv:27.0) Gecko/20100101 Firefox/27.0" "11" "FRENCH" 1243 54321 5 2 10 9 2 4 2 2 9 6 2 8 3 3 4 1 1 5 7 7 4 10 6 10 4 2 4 8 6 8 "" "" "" "" "checked" "" "" "" "" "" "5to9" "" "" "" "" "" "" "1" "" "" "" "" "" "" "" "" "" "" "1" "" "" "7to11yr" "4" "" "3" "" "4" "" "4" "" "4" "" "4" "" "4" "" "4" "" "4" "" "4" "" "male" "bachelors" "6to10" "" "no" "no" "noresponse" "3" "" "35to44" ""
"2183" 241 "QC" 410090641 "" "FRENCH10799" 10799 "y" "hco_thankyou.php" "" "19/03/2014" "2:51:45" "3:03:45" "Mozilla/5.0 (iPad; CPU OS 7_1 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D167 Safari/9537.53" "11" "FRENCH" 1247 54321 6 2 8 9 2 9 5 2 5 10 7 1 4 2 5 8 3 8 1 3 5 7 7 5 3 3 8 2 2 8 "" "" "" "" "" "" "" "" "" "" "none" "" "" "" "" "" "" "" "1" "" "" "" "" "" "" "" "" "" "1" "" "" "3to6yr" "3" "" "3" "" "3" "" "4" "" "4" "" "4" "" "4" "" "4" "" "4" "" "4" "" "male" "college" "morethan20" "G3J" "no" "no" "liberal" "9" "3" "35to44" "Aucun commentaire"
"2184" 242 "QC" 410086881 "" "FRENCH10800" 10800 "y" "hco_thankyou.php" "" "19/03/2014" "3:01:02" "3:08:05" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/5.0)" "11" "FRENCH" 1248 12345 9 2 9 1 7 10 2 2 9 4 2 6 7 7 5 8 3 9 5 2 9 10 7 6 3 3 10 6 2 6 "" "" "" "" "" "" "" "" "" "" "5to9" "" "1" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "1" "" "" "1to2yr" "3" "" "2" "" "4" "" "4" "" "3" "" "3" "" "2" "" "3" "" "4" "" "3" "" "female" "somepost" "morethan20" "g4v" "no" "no" "noparty" "1" "1" "45to54" ""
"2185" 244 "QC" 410144510 "" "FRENCH10802" 10802 "y" "hco_thankyou.php" "" "19/03/2014" "3:27:34" "3:36:49" "Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko" "11" "FRENCH" 1250 12345 10 6 1 8 3 1 1 3 1 3 3 4 7 7 9 5 2 9 4 2 1 9 7 9 6 7 6 2 2 1 "" "" "" "" "" "" "" "" "" "" "none" "1" "" "" "" "" "1" "" "" "" "" "" "" "" "1" "" "1" "1" "" "" "" "3to6yr" "5" "" "4" "" "5" "" "5" "" "5" "" "4" "" "4" "" "4" "" "5" "" "5" "" "male" "college" "morethan20" "J2T" "no" "no" "noparty" "2" "1" "45to54" ""
"2186" 246 "QC" 410005920 "" "FRENCH10804" 10804 "y" "hco_thankyou.php" "" "19/03/2014" "4:02:34" "4:16:46" "Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36" "11" "FRENCH" 1252 12345 6 7 3 10 7 1 4 2 1 8 9 1 1 7 1 2 8 1 3 8 5 9 7 4 7 7 5 5 2 10 "" "" "" "" "" "" "" "" "" "" "none" "" "" "" "" "" "" "" "1" "" "" "" "" "" "" "" "" "" "1" "" "" "7to11yr" "5" "" "4" "" "4" "" "3" "" "5" "" "4" "" "4" "" "4" "" "3" "" "4" "" "male" "graduate" "morethan20" "j8x" "no" "no" "noparty" "6" "1" "45to54" "vous devriez vous assurer de préparer un sondage en français....d'avantage, vraiment. et le the qu'on retrouve partout, sans compter les autres fautes..."
"2187" 247 "QC" 410018336 "" "FRENCH10805" 10805 "y" "hco_thankyou.php" "" "19/03/2014" "4:12:30" "4:20:05" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.74.9 (KHTML, like Gecko) Version/7.0.2 Safari/537.74.9" "11" "FRENCH" 1253 54321 1 7 1 2 8 9 4 2 1 6 8 6 10 4 1 3 8 10 8 8 9 7 8 9 9 4 9 5 2 9 "checked" "" "" "" "" "" "" "" "" "" "none" "" "" "" "" "" "" "" "1" "" "" "" "" "" "" "" "" "" "1" "" "" "1to2month" "5" "" "3" "" "3" "" "3" "" "5" "" "5" "" "5" "" "4" "" "5" "" "5" "" "male" "bachelors" "morethan20" "H2H" "no" "no" "Bloc" "2" "1" "35to44" ""
"2188" 248 "QC" 410040149 "" "FRENCH10806" 10806 "y" "hco_thankyou.php" "" "19/03/2014" "4:12:51" "4:18:05" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.152 Safari/537.36" "11" "FRENCH" 1254 12345 10 4 1 3 4 5 1 3 10 5 10 6 4 4 6 9 2 9 8 3 8 6 8 6 7 4 5 2 2 9 "" "" "" "" "" "" "" "" "" "" "5to9" "" "" "" "" "" "" "" "1" "" "" "" "" "" "" "" "" "" "1" "" "" "3month" "4" "" "3" "" "3" "" "3" "" "4" "" "4" "" "4" "" "4" "" "5" "" "5" "" "male" "college" "morethan20" "h2e" "no" "no" "Bloc" "5" "2" "45to54" ""
"2189" 249 "QC" 410151310 "" "FRENCH10807" 10807 "y" "hco_thankyou.php" "" "19/03/2014" "7:42:44" "7:51:49" "Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36" "11" "FRENCH" 1255 54321 1 7 5 7 7 4 3 3 4 8 3 9 10 7 6 4 2 6 5 2 6 6 3 6 2 2 9 9 3 2 "checked" "" "" "" "" "" "" "checked" "" "" "none" "" "" "" "" "" "" "" "1" "" "" "" "" "" "" "" "" "" "1" "" "" "1to2month" "5" "" "5" "" "5" "" "5" "" "5" "" "5" "" "5" "" "5" "" "5" "" "5" "" "female" "HS" "morethan20" "G6H" "no" "no" "Bloc" "4" "2" "45to54" "Merci de cet excellent sondage."
"2190" 250 "QC" 410149561 "" "FRENCH10808" 10808 "y" "hco_thankyou.php" "" "19/03/2014" "9:48:10" "9:54:46" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36" "11" "FRENCH" 1256 12345 2 2 1 1 5 1 5 2 9 6 2 6 4 2 1 9 2 4 7 7 4 8 6 1 3 5 4 10 6 1 "" "" "" "" "" "" "" "" "" "" "none" "" "" "" "" "" "" "" "1" "" "" "" "" "" "" "" "" "" "1" "" "" "3to6yr" "4" "" "3" "" "4" "" "4" "" "4" "" "4" "" "4" "" "4" "" "4" "" "4" "" "female" "college" "morethan20" "g2m" "no" "no" "dontknow" "5" "4" "25to34" ""
"2191" 251 "QC" 410004139 "" "FRENCH10809" 10809 "y" "hco_thankyou.php" "" "19/03/2014" "11:00:34" "11:11:29" "Mozilla/5.0 (Windows NT 6.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36" "11" "FRENCH" 1257 54321 6 2 7 9 2 9 5 2 5 10 4 7 4 2 6 8 1 9 1 1 7 7 4 9 3 4 5 2 2 9 "" "" "" "" "" "" "" "" "" "" "lessthan5" "1" "" "" "" "" "1" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "3to6yr" "3" "" "2" "" "3" "" "3" "" "4" "" "4" "" "3" "" "3" "" "4" "" "4" "" "female" "college" "morethan20" "G0M" "no" "no" "dontknow" "4" "7" "25to34" ""
"2192" 252 "QC" 410158493 "" "FRENCH10810" 10810 "y" "hco_thankyou.php" "" "19/03/2014" "11:38:35" "11:45:44" "Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko" "11" "FRENCH" 1258 12345 9 2 9 1 3 5 2 2 8 4 2 5 7 7 4 8 3 8 5 2 6 10 7 6 3 3 8 6 2 6 "" "" "" "" "" "" "" "" "" "" "lessthan5" "" "" "" "" "" "" "1" "" "" "" "" "" "" "" "" "" "" "1" "" "" "7to11yr" "4" "" "2" "" "3" "" "5" "" "4" "" "4" "" "4" "" "5" "" "5" "" "4" "" "female" "HS" "morethan20" "G5B" "no" "no" "noparty" "4" "2" "45to54" ""
"2193" 253 "QC" 410005848 "" "FRENCH10811" 10811 "y" "hco_thankyou.php" "" "19/03/2014" "11:45:03" "11:55:19" "Mozilla/5.0 (Windows NT 5.1; rv:27.0) Gecko/20100101 Firefox/27.0" "11" "FRENCH" 1259 54321 4 2 5 10 6 10 9 2 9 7 7 9 6 2 8 3 8 10 8 6 9 5 2 9 1 7 10 2 2 9 "" "" "" "" "" "" "" "" "" "" "none" "" "" "" "" "" "" "" "1" "" "" "" "" "" "" "" "" "" "1" "" "" "3month" "4" "" "3" "" "4" "" "4" "" "4" "" "3" "" "5" "" "5" "" "5" "" "4" "" "female" "college" "morethan20" "g6j" "no" "no" "NDP" "6" "4" "45to54" ""
"2194" 254 "QC" 410032866 "" "FRENCH10812" 10812 "y" "hco_thankyou.php" "" "19/03/2014" "12:03:56" "12:10:19" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; WOW64; Trident/5.0)" "11" "FRENCH" 1260 12345 10 7 4 8 3 9 1 7 10 3 3 4 7 7 4 5 2 9 4 2 4 9 3 9 6 2 6 2 2 9 "" "" "" "" "" "" "" "" "" "" "none" "" "" "" "" "" "" "" "1" "" "" "" "" "" "" "" "" "" "1" "" "" "3to6yr" "5" "" "5" "" "5" "" "5" "" "5" "" "5" "" "5" "" "5" "" "5" "" "5" "" "male" "somepost" "morethan20" "J7K" "no" "no" "noresponse" "5" "3" "35to44" ""
"2195" 255 "QC" 410005076 "" "FRENCH10813" 10813 "y" "hco_thankyou.php" "" "19/03/2014" "12:06:08" "12:14:31" "Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko" "11" "FRENCH" 1261 54321 10 4 7 9 4 3 8 3 6 2 2 1 1 3 1 6 2 7 4 2 1 5 2 5 7 4 5 3 4 5 "" "" "" "" "" "" "" "" "" "" "10to29" "1" "" "1" "1" "1" "1" "1" "" "" "" "" "" "1" "1" "" "" "" "" "" "" "7to11yr" "4" "" "3" "" "4" "" "3" "" "4" "" "3" "" "4" "" "4" "" "4" "" "4" "" "male" "bachelors" "morethan20" "h3g" "yes" "no" "dontknow" "5" "" "35to44" ""
"2196" 256 "QC" 410137508 "" "FRENCH10814" 10814 "y" "hco_thankyou.php" "" "19/03/2014" "12:17:02" "12:33:11" "Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko" "11" "FRENCH" 1262 12345 6 2 8 10 6 10 4 6 4 8 6 9 1 7 10 2 2 10 3 3 10 9 2 4 7 7 4 5 6 10 "" "" "" "" "" "" "" "" "" "" "5to9" "1" "1" "" "" "1" "1" "" "" "" "" "" "" "" "" "" "" "" "1" "" "" "atleast1wk" "4" "" "3" "" "3" "" "4" "" "4" "" "3" "" "3" "" "4" "" "5" "" "4" "" "male" "somepost" "morethan20" "j6y" "no" "no" "NDP" "6" "4" "25to34" ""
"2197" 257 "QC" 410143871 "" "FRENCH10815" 10815 "y" "hco_thankyou.php" "" "19/03/2014" "12:17:14" "12:26:20" "Mozilla/5.0 (Windows NT 6.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36" "11" "FRENCH" 1263 54321 1 3 10 2 8 10 4 2 4 6 2 6 10 7 10 3 8 4 8 9 6 7 7 4 9 7 4 5 2 10 "" "" "" "" "" "" "" "" "" "" "5to9" "" "" "" "" "" "" "" "1" "" "" "" "" "" "" "" "" "" "1" "" "" "7to11yr" "4" "" "3" "" "5" "" "5" "" "4" "" "4" "" "4" "" "5" "" "3" "" "4" "" "male" "college" "morethan20" "j2s" "no" "no" "Bloc" "6" "2" "35to44" ""
"2198" 259 "QC" 410155295 "" "FRENCH10816" 10816 "y" "hco_thankyou.php" "" "19/03/2014" "12:19:26" "12:27:46" "Mozilla/5.0 (iPad; CPU OS 7_1 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D167 Safari/9537.53" "11" "FRENCH" 1264 12345 10 7 4 3 3 8 1 3 10 5 2 9 4 2 4 9 7 9 8 3 8 6 7 8 7 7 9 2 2 9 "" "" "" "" "" "" "" "" "" "" "none" "" "" "" "" "" "" "" "1" "" "" "" "" "" "" "" "" "" "1" "" "" "atleast1wk" "3" "" "3" "" "3" "" "3" "" "3" "" "3" "" "3" "" "3" "" "3" "" "3" "" "female" "HS" "morethan20" "J9P" "no" "no" "dontknow" "5" "2" "45to54" ""
"2199" 260 "QC" 410149277 "" "FRENCH10818" 10818 "y" "hco_thankyou.php" "" "19/03/2014" "12:45:56" "12:54:46" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36" "11" "FRENCH" 1266 12345 2 2 9 1 7 1 5 2 9 6 2 3 4 2 4 9 7 9 7 7 9 8 8 9 10 7 4 3 8 4 "" "checked" "" "" "" "" "" "" "checked" "" "none" "" "" "" "" "" "" "" "1" "" "" "" "" "" "" "" "" "" "1" "" "" "3month" "3" "" "2" "" "3" "" "4" "" "3" "" "3" "" "3" "" "4" "" "5" "" "3" "" "male" "college" "morethan20" "g1e" "no" "no" "liberal" "3" "1" "35to44" ""
"2200" 261 "QC" 410142478 "" "FRENCH10819" 10819 "y" "hco_thankyou.php" "" "19/03/2014" "12:49:41" "13:02:50" "Mozilla/5.0 (Windows NT 5.1; rv:27.0) Gecko/20100101 Firefox/27.0" "11" "FRENCH" 1267 54321 8 3 9 2 2 10 3 3 10 6 7 6 1 3 10 7 7 9 9 7 9 10 1 10 4 2 5 5 10 9 "" "" "" "" "" "" "" "" "" "" "none" "" "" "" "" "" "" "" "1" "" "" "" "" "" "" "" "" "" "1" "" "" "atleast1wk" "5" "" "5" "" "4" "" "5" "" "5" "" "5" "" "5" "" "5" "" "5" "" "5" "" "female" "bachelors" "morethan20" "g1h" "no" "no" "dontknow" "4" "3" "45to54" ""
"2201" 263 "QC" 410214393 "" "FRENCH10821" 10821 "y" "hco_thankyou.php" "" "19/03/2014" "13:10:23" "13:18:52" "Mozilla/5.0 (Windows NT 6.0; rv:27.0) Gecko/20100101 Firefox/27.0" "11" "FRENCH" 1269 54321 1 7 1 6 7 8 9 7 9 2 8 1 8 8 1 5 2 9 4 4 1 7 7 9 10 7 10 3 4 10 "" "" "" "" "" "" "" "" "" "" "10to29" "1" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "1" "" "" "atleast1wk" "5" "" "4" "" "4" "" "3" "" "5" "" "3" "" "2" "" "3" "" "4" "" "4" "" "male" "somepost" "morethan20" "j3h" "no" "no" "Bloc" "6" "2" "35to44" ""
"2202" 264 "QC" 410075034 "" "FRENCH10822" 10822 "y" "hco_thankyou.php" "" "19/03/2014" "13:17:36" "13:28:04" "Mozilla/5.0 (Windows NT 5.1; rv:27.0) Gecko/20100101 Firefox/27.0" "11" "FRENCH" 1270 12345 6 3 8 2 1 9 3 3 4 7 7 9 9 3 4 10 7 4 8 3 9 5 6 9 1 3 5 4 1 4 "" "" "" "" "" "" "" "" "" "" "5to9" "1" "" "" "" "" "1" "1" "" "" "" "" "" "" "" "" "" "" "1" "" "" "atleast1wk" "5" "" "5" "" "3" "" "5" "" "5" "" "4" "" "4" "" "5" "" "5" "" "5" "" "female" "bachelors" "morethan20" "H1W" "no" "no" "Bloc" "3" "2" "45to54" ""
"2203" 267 "QC" 410072692 "" "FRENCH10825" 10825 "y" "hco_thankyou.php" "" "19/03/2014" "13:38:21" "13:45:10" "Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; WOW64; Trident/6.0)" "11" "FRENCH" 1273 54321 9 2 9 3 3 5 7 7 9 10 1 10 5 2 9 6 2 8 1 3 10 4 2 5 8 3 9 2 2 9 "" "" "" "" "" "" "" "" "" "" "50to100" "" "" "" "" "1" "" "1" "" "" "" "" "" "" "" "" "" "" "" "1" "Tourisme" "3to6yr" "4" "" "2" "" "2" "" "4" "" "4" "" "3" "" "4" "" "4" "" "4" "" "4" "" "female" "college" "morethan20" "G0G" "no" "no" "noresponse" "3" "2" "25to34" ""
"2204" 269 "QC" 410048147 "" "FRENCH10827" 10827 "y" "hco_thankyou.php" "" "19/03/2014" "13:57:48" "14:05:38" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36" "11" "FRENCH" 1275 54321 8 3 8 10 1 6 4 2 4 6 2 8 1 3 1 5 2 5 9 2 9 2 2 8 3 3 8 7 7 8 "" "" "" "" "" "" "" "" "" "" "5to9" "" "" "" "" "" "" "" "1" "" "" "" "" "" "" "" "" "" "1" "" "" "3to6yr" "5" "" "4" "" "4" "" "5" "" "5" "" "5" "" "4" "" "5" "" "5" "" "4" "" "female" "college" "morethan20" "j6s" "no" "no" "dontknow" "9" "2" "25to34" ""
"2205" 271 "QC" 410016122 "" "FRENCH10829" 10829 "y" "hco_thankyou.php" "" "19/03/2014" "14:35:22" "14:44:37" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36" "11" "FRENCH" 1277 54321 4 2 5 9 3 4 10 6 10 3 8 10 8 8 6 2 2 10 6 7 6 1 7 10 7 7 5 5 2 10 "" "" "" "" "" "" "" "" "" "" "morethan100" "1" "1" "" "" "1" "1" "1" "" "1" "randonnée" "" "" "" "" "" "" "" "1" "" "" "atleast1wk" "5" "" "4" "" "4" "" "5" "" "5" "" "4" "" "4" "" "5" "" "4" "" "5" "" "male" "college" "morethan20" "j2g" "" "no" "green" "3" "1" "45to54" ""
"2206" 272 "QC" 410044414 "" "FRENCH10830" 10830 "y" "hco_thankyou.php" "" "19/03/2014" "15:05:36" "15:21:07" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; .NET CLR 1.1.4322; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; .NET4.0C; .NET4.0E; InfoPath.2)" "11" "FRENCH" 1278 12345 3 3 10 9 2 9 8 3 9 6 2 6 2 2 9 7 4 9 10 4 6 4 2 6 1 3 1 5 2 9 "" "" "" "" "" "" "" "" "" "" "none" "1" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "1" "" "" "3month" "4" "" "2" "" "2" "" "3" "" "4" "" "5" "" "4" "" "4" "" "5" "" "4" "" "male" "bachelors" "morethan20" "g1w" "no" "no" "liberal" "6" "2" "35to44" ""
"2207" 277 "QC" 410210319 "" "FRENCH10835" 10835 "y" "hco_thankyou.php" "" "19/03/2014" "15:19:14" "15:31:02" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.152 Safari/537.36" "11" "FRENCH" 1283 54321 8 3 9 7 5 9 5 5 9 4 2 4 1 7 1 6 2 6 3 3 4 10 7 4 2 2 9 9 3 9 "" "" "checked" "" "" "" "" "" "checked" "" "none" "" "" "" "" "" "" "" "1" "" "" "" "" "" "" "" "" "" "1" "" "" "1to2month" "4" "" "4" "" "3" "" "5" "" "4" "" "4" "" "3" "" "4" "" "4" "" "4" "" "female" "college" "morethan20" "h1x" "no" "no" "dontknow" "9" "2" "25to34" ""
"2208" 280 "QC" 410157314 "" "FRENCH10838" 10838 "y" "hco_thankyou.php" "" "19/03/2014" "16:10:07" "16:27:23" "Mozilla/5.0 (Windows NT 6.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36" "11" "FRENCH" 1286 12345 6 2 6 2 2 9 1 3 5 9 3 9 10 7 6 5 2 9 3 3 5 4 2 6 8 3 9 7 8 9 "" "" "" "" "" "" "" "" "" "" "none" "" "" "" "" "" "" "" "1" "" "" "" "" "" "" "" "" "" "1" "" "" "atleast1wk" "4" "" "2" "" "3" "" "4" "" "4" "" "4" "" "4" "" "4" "" "5" "" "5" "" "female" "bachelors" "morethan20" "H9B" "no" "no" "dontknow" "5" "4" "45to54" ""
